datetime,CL,GC,HG,HO,NG,PL
2025-07-13 23:01,0.01,0.07,0.03,0.07,0.01,0.02
2025-07-13 23:02,0.01,0.16,0.04,0.09,0.01,0.05
2025-07-13 23:03,0.01,0.20,0.05,0.09,0.01,0.06
2025-07-13 23:04,0.01,0.23,0.06,,0.02,0.07
2025-07-13 23:05,0.02,0.26,0.06,,0.02,0.10
2025-07-13 23:06,0.02,0.29,0.07,,0.02,0.26
2025-07-13 23:07,0.02,0.31,,,0.03,0.27
2025-07-13 23:08,0.02,0.33,0.07,0.09,0.03,0.30
2025-07-13 23:09,0.02,0.36,0.07,0.09,0.04,0.33
2025-07-13 23:10,0.02,0.38,,0.10,0.04,0.34
2025-07-13 23:11,0.02,0.40,0.07,,0.04,0.36
2025-07-13 23:12,0.02,0.43,0.08,0.10,0.05,0.40
2025-07-13 23:13,0.02,0.45,0.08,,0.05,0.41
2025-07-13 23:14,0.02,0.47,0.08,0.10,0.05,0.43
2025-07-13 23:15,0.02,0.49,0.08,0.10,0.05,0.44
2025-07-13 23:16,0.02,0.51,,0.11,0.06,0.44
2025-07-13 23:17,0.02,0.52,0.08,,0.07,0.45
2025-07-13 23:18,0.02,0.54,0.09,0.11,0.07,0.46
2025-07-13 23:19,0.02,0.58,0.09,,0.07,0.48
2025-07-13 23:20,0.02,0.59,,,0.08,0.49
2025-07-13 23:21,,0.61,0.09,0.11,0.08,0.55
2025-07-13 23:22,0.03,0.61,0.09,0.12,0.08,0.75
2025-07-13 23:23,0.03,0.63,,,0.08,0.76
2025-07-13 23:24,0.03,0.63,0.09,0.12,0.09,0.76
2025-07-13 23:25,0.03,0.64,,,0.09,0.77
2025-07-13 23:26,0.03,0.65,0.09,0.12,0.09,0.78
2025-07-13 23:27,0.03,0.66,0.09,,0.09,0.78
2025-07-13 23:28,,0.68,0.09,,0.09,0.80
2025-07-13 23:29,0.03,0.69,0.09,0.13,0.09,0.82
2025-07-13 23:30,0.03,0.77,,0.13,0.09,0.84
2025-07-13 23:31,0.03,0.82,0.09,0.14,0.09,0.86
2025-07-13 23:32,0.03,0.83,,0.14,0.09,0.88
2025-07-13 23:33,0.04,0.84,0.09,0.14,0.09,0.89
2025-07-13 23:34,0.04,0.86,0.09,0.15,0.09,0.90
2025-07-13 23:35,0.04,0.89,,,0.10,0.90
2025-07-13 23:36,,0.91,0.09,0.15,0.10,0.90
2025-07-13 23:37,0.04,0.92,,,0.10,0.92
2025-07-13 23:38,0.04,0.93,0.09,,0.10,0.94
2025-07-13 23:39,0.05,0.94,0.09,0.15,0.10,0.94
2025-07-13 23:40,0.05,0.95,0.09,0.15,0.10,0.97
2025-07-13 23:41,0.05,0.97,,0.15,0.10,0.98
2025-07-13 23:42,,0.98,,,0.10,0.98
2025-07-13 23:43,0.05,0.98,,0.15,0.10,0.98
2025-07-13 23:44,0.05,1.00,0.09,0.16,0.10,0.98
2025-07-13 23:45,0.05,1.02,0.09,,0.11,0.99
2025-07-13 23:46,,1.03,,0.17,0.11,1.00
2025-07-13 23:47,0.05,1.05,,0.17,0.11,1.00
2025-07-13 23:48,0.05,1.06,0.09,,0.11,1.01
2025-07-13 23:49,,1.06,,0.17,0.11,1.01
2025-07-13 23:50,0.05,1.08,,,0.11,1.01
2025-07-13 23:51,0.05,1.08,0.09,0.18,0.11,1.03
2025-07-13 23:52,0.05,1.09,0.09,0.19,0.11,1.05
2025-07-13 23:53,0.05,1.09,,0.20,0.11,1.05
2025-07-13 23:54,0.05,1.09,,0.21,0.12,1.05
2025-07-13 23:55,0.05,1.10,0.10,0.25,0.12,1.06
2025-07-13 23:56,0.06,1.11,0.10,0.25,0.12,
2025-07-13 23:57,0.06,1.11,,0.25,0.12,
2025-07-13 23:58,0.06,1.12,0.10,0.26,0.12,1.06
2025-07-13 23:59,0.06,1.12,,0.26,0.12,1.06
