datetime, ask_open, ask_high, ask_low, ask_close, bid_open, bid_high, bid_low, bid_close
02/05/2025 21:59:50,3247.60,3247.60,3247.60,3247.60,3246.90,3246.90,3246.90,3246.90
04/05/2025 23:00:13,3247.60,3247.80,3246.20,3247.80,3246.90,3247.50,3245.70,3247.50
04/05/2025 23:00:19,3247.80,3249.00,3247.80,3249.00,3247.50,3248.70,3247.50,3248.70
04/05/2025 23:00:33,3249.20,3249.20,3247.90,3247.90,3248.90,3248.90,3247.50,3247.70
04/05/2025 23:00:52,3247.90,3249.50,3247.80,3249.50,3247.70,3249.10,3247.40,3249.10
04/05/2025 23:01:05,3249.50,3249.90,3248.30,3248.30,3249.10,3249.60,3247.90,3247.90
04/05/2025 23:01:07,3248.30,3248.30,3246.80,3246.80,3247.90,3247.90,3246.30,3246.30
04/05/2025 23:01:14,3246.80,3248.20,3246.80,3248.00,3246.30,3247.80,3246.30,3247.60
04/05/2025 23:01:16,3248.30,3249.10,3248.30,3249.10,3248.10,3248.60,3248.10,3248.60
04/05/2025 23:01:19,3249.20,3249.60,3249.20,3249.60,3248.90,3249.30,3248.90,3249.30
04/05/2025 23:01:27,3249.60,3251.00,3249.60,3250.80,3249.30,3250.60,3249.30,3250.50
04/05/2025 23:01:32,3250.80,3251.20,3250.80,3251.20,3250.50,3251.00,3250.50,3250.80
04/05/2025 23:01:44,3251.20,3251.20,3249.40,3249.40,3250.80,3250.80,3249.10,3249.10
04/05/2025 23:01:45,3249.40,3249.40,3248.20,3248.20,3249.10,3249.10,3247.80,3247.80
04/05/2025 23:02:16,3248.20,3248.20,3247.00,3247.00,3247.70,3247.90,3246.60,3246.60
04/05/2025 23:02:34,3247.00,3248.10,3246.80,3248.10,3246.60,3247.80,3246.50,3247.80
04/05/2025 23:02:56,3248.10,3248.80,3247.10,3247.10,3247.80,3248.60,3246.90,3246.90
04/05/2025 23:02:58,3247.10,3247.10,3246.20,3246.20,3246.70,3246.70,3245.80,3245.80
04/05/2025 23:03:08,3246.20,3246.50,3245.80,3246.50,3245.80,3246.10,3245.50,3246.10
04/05/2025 23:04:01,3247.10,3247.70,3245.60,3245.60,3246.70,3247.30,3245.10,3245.10
04/05/2025 23:04:05,3245.60,3246.00,3245.00,3245.00,3245.10,3245.50,3244.60,3244.60
04/05/2025 23:04:30,3245.00,3246.30,3244.30,3246.20,3244.60,3245.80,3243.90,3245.80
04/05/2025 23:04:39,3245.30,3245.30,3245.30,3245.30,3244.80,3244.80,3244.80,3244.80
04/05/2025 23:05:06,3245.20,3245.70,3244.40,3245.70,3244.80,3245.10,3243.90,3245.10
04/05/2025 23:05:37,3245.70,3247.00,3245.40,3247.00,3245.10,3246.60,3245.00,3246.60
04/05/2025 23:05:48,3247.00,3247.00,3245.50,3245.50,3246.50,3246.50,3244.90,3244.90
04/05/2025 23:06:01,3245.50,3247.00,3245.50,3247.00,3244.90,3246.60,3244.90,3246.60
04/05/2025 23:06:13,3247.00,3247.00,3246.10,3246.40,3246.60,3246.60,3245.60,3245.80
04/05/2025 23:06:35,3246.40,3247.00,3246.10,3247.00,3245.80,3246.50,3245.50,3246.50
04/05/2025 23:08:48,3246.90,3247.40,3246.20,3246.50,3246.50,3247.10,3245.80,3246.20
04/05/2025 23:10:00,3246.50,3246.50,3245.20,3245.20,3246.20,3246.20,3244.90,3244.90
04/05/2025 23:10:20,3245.20,3246.20,3244.90,3246.20,3244.90,3245.90,3244.60,3245.90
04/05/2025 23:10:30,3246.20,3246.20,3245.10,3245.20,3245.90,3245.90,3244.70,3244.90
04/05/2025 23:11:52,3244.90,3245.20,3244.00,3244.00,3244.60,3244.90,3243.70,3243.70
04/05/2025 23:12:05,3244.00,3245.10,3243.50,3245.10,3243.70,3244.70,3243.30,3244.70
04/05/2025 23:13:39,3245.10,3245.90,3244.40,3245.90,3244.70,3245.60,3244.20,3245.60
04/05/2025 23:17:07,3245.90,3246.90,3245.30,3246.90,3245.60,3246.70,3245.00,3246.60
04/05/2025 23:22:02,3246.90,3248.00,3246.60,3248.00,3246.60,3247.80,3246.30,3247.70
04/05/2025 23:29:02,3248.00,3248.90,3247.00,3247.00,3247.70,3248.70,3246.80,3246.80
04/05/2025 23:30:04,3247.00,3247.00,3246.10,3246.10,3246.80,3246.80,3245.80,3245.80
04/05/2025 23:30:32,3246.10,3247.10,3246.10,3247.10,3245.80,3246.90,3245.80,3246.90
04/05/2025 23:31:53,3247.10,3248.00,3247.10,3248.00,3246.90,3247.90,3246.90,3247.90
04/05/2025 23:35:41,3248.00,3248.70,3247.00,3247.10,3247.90,3248.40,3246.80,3246.80
04/05/2025 23:37:22,3247.00,3247.90,3246.90,3247.80,3246.80,3247.70,3246.60,3247.60
04/05/2025 23:40:01,3247.80,3249.00,3247.50,3249.00,3247.60,3248.70,3247.30,3248.70
04/05/2025 23:41:30,3249.00,3249.90,3248.50,3249.90,3248.70,3249.60,3248.30,3249.60
04/05/2025 23:42:29,3249.90,3251.00,3249.20,3250.80,3249.60,3250.70,3248.90,3250.60
04/05/2025 23:43:40,3250.80,3251.10,3250.00,3250.00,3250.60,3250.80,3249.80,3249.80
04/05/2025 23:44:00,3250.00,3250.00,3249.00,3249.00,3249.80,3249.80,3248.80,3248.80
04/05/2025 23:45:16,3249.00,3250.10,3248.60,3250.10,3248.80,3250.00,3248.30,3250.00
04/05/2025 23:46:49,3250.10,3250.80,3249.80,3250.80,3250.00,3250.50,3249.50,3250.50
04/05/2025 23:48:16,3250.80,3251.20,3250.00,3250.00,3250.50,3251.00,3249.80,3249.80
04/05/2025 23:49:36,3250.00,3250.00,3249.00,3249.00,3249.80,3249.80,3248.70,3248.70
04/05/2025 23:50:37,3249.00,3249.00,3248.20,3248.20,3248.70,3248.70,3248.10,3248.10
04/05/2025 23:54:53,3248.20,3248.60,3246.60,3246.60,3248.10,3248.40,3246.50,3246.50
04/05/2025 23:59:27,3246.80,3247.90,3246.00,3246.00,3246.50,3247.60,3245.80,3245.80
05/05/2025 00:00:52,3245.70,3247.10,3245.70,3247.10,3245.50,3246.90,3245.50,3246.90
05/05/2025 00:04:05,3247.10,3247.90,3246.80,3247.90,3246.90,3247.60,3246.50,3247.60
05/05/2025 00:06:11,3247.90,3248.70,3247.00,3247.00,3247.60,3248.50,3246.80,3246.80
05/05/2025 00:06:51,3247.00,3247.10,3245.90,3245.90,3246.80,3246.90,3245.60,3245.60
05/05/2025 00:07:17,3245.90,3247.00,3245.90,3247.00,3245.60,3246.80,3245.50,3246.80
05/05/2025 00:07:45,3247.00,3248.00,3246.80,3248.00,3246.80,3247.70,3246.50,3247.70
05/05/2025 00:11:38,3248.30,3249.00,3247.10,3247.40,3248.10,3248.70,3246.90,3247.00
05/05/2025 00:13:13,3247.40,3247.80,3246.20,3247.80,3247.00,3247.50,3245.90,3247.50
05/05/2025 00:18:41,3247.80,3248.90,3247.80,3248.90,3247.50,3248.70,3247.50,3248.60
05/05/2025 00:21:23,3248.90,3250.00,3248.90,3250.00,3248.60,3249.80,3248.60,3249.70
05/05/2025 00:24:37,3250.00,3250.10,3249.00,3249.00,3249.70,3249.90,3248.70,3248.70
05/05/2025 00:25:45,3249.00,3250.00,3248.80,3250.00,3248.70,3249.70,3248.50,3249.70
05/05/2025 00:28:58,3250.00,3251.00,3249.90,3250.80,3249.70,3250.80,3249.60,3250.50
05/05/2025 00:32:17,3251.00,3251.30,3250.10,3251.30,3250.80,3251.10,3249.90,3251.10
05/05/2025 00:32:20,3251.30,3253.00,3251.30,3253.00,3251.10,3252.70,3251.10,3252.70
05/05/2025 00:34:25,3253.00,3254.00,3252.40,3254.00,3252.70,3253.80,3252.10,3253.80
05/05/2025 00:35:10,3254.00,3254.90,3254.00,3254.80,3253.80,3254.70,3253.80,3254.60
05/05/2025 00:35:55,3254.80,3256.00,3254.30,3256.00,3254.60,3255.70,3254.10,3255.70
05/05/2025 00:36:10,3256.00,3256.10,3255.00,3255.00,3255.70,3255.90,3254.80,3254.80
05/05/2025 00:36:32,3255.00,3255.70,3254.20,3255.60,3254.80,3255.40,3254.00,3255.40
05/05/2025 00:37:28,3256.00,3256.30,3255.00,3255.00,3255.70,3256.00,3254.70,3254.70
05/05/2025 00:43:01,3255.00,3255.90,3254.20,3255.90,3254.70,3255.70,3254.00,3255.70
05/05/2025 00:44:55,3255.90,3256.80,3255.40,3255.40,3255.70,3256.60,3255.20,3255.20
05/05/2025 00:44:55,3255.40,3255.40,3255.40,3255.40,3255.20,3255.20,3255.20,3255.20
05/05/2025 00:45:09,3255.40,3256.90,3255.40,3256.90,3255.20,3256.80,3255.20,3256.80
