datetime, ask_open, ask_high, ask_low, ask_close, bid_open, bid_high, bid_low, bid_close
05/05/2025 00:45:58,3256.90,3257.90,3256.60,3257.90,3256.80,3257.70,3256.30,3257.60
05/05/2025 00:48:58,3257.90,3258.50,3256.90,3256.90,3257.60,3258.20,3256.70,3256.70
05/05/2025 00:51:42,3256.90,3257.50,3256.00,3256.10,3256.70,3257.30,3255.70,3255.70
05/05/2025 00:52:13,3256.10,3257.00,3256.10,3257.00,3255.70,3256.70,3255.70,3256.70
05/05/2025 00:52:59,3257.00,3258.00,3257.00,3258.00,3256.70,3257.70,3256.70,3257.70
05/05/2025 00:53:10,3258.20,3259.00,3258.20,3259.00,3257.90,3258.80,3257.90,3258.80
05/05/2025 00:54:58,3259.00,3259.50,3257.70,3257.70,3258.80,3259.30,3257.40,3257.40
05/05/2025 00:56:25,3257.70,3258.80,3257.10,3257.30,3257.40,3258.50,3256.90,3257.00
05/05/2025 00:56:48,3257.30,3257.30,3256.00,3256.00,3257.00,3257.00,3255.70,3255.70
05/05/2025 00:57:25,3256.00,3256.00,3255.10,3255.20,3255.70,3255.70,3254.80,3254.90
05/05/2025 00:57:27,3255.20,3255.70,3255.00,3255.70,3254.90,3255.40,3254.70,3255.40
05/05/2025 00:57:43,3255.70,3256.40,3255.10,3255.10,3255.40,3256.10,3254.80,3254.80
05/05/2025 01:00:03,3255.00,3256.00,3254.50,3256.00,3254.70,3255.80,3254.20,3255.80
05/05/2025 01:00:20,3256.00,3256.00,3255.10,3255.10,3255.80,3255.80,3254.80,3254.80
05/05/2025 01:00:59,3255.10,3255.10,3254.10,3254.30,3254.80,3254.90,3254.00,3254.10
05/05/2025 01:02:34,3254.30,3254.70,3252.90,3253.00,3254.10,3254.40,3252.70,3252.80
05/05/2025 01:03:00,3253.00,3253.10,3252.00,3252.00,3252.80,3252.80,3251.80,3251.80
05/05/2025 01:03:52,3251.90,3253.00,3251.90,3253.00,3251.70,3252.70,3251.70,3252.70
05/05/2025 01:04:52,3253.00,3254.10,3252.70,3253.90,3252.70,3253.80,3252.50,3253.60
05/05/2025 01:06:03,3253.90,3254.80,3253.00,3253.00,3253.60,3254.60,3252.70,3252.70
05/05/2025 01:06:26,3253.00,3254.10,3252.80,3254.10,3252.70,3253.80,3252.60,3253.80
05/05/2025 01:08:39,3254.10,3254.90,3253.10,3253.10,3253.80,3254.60,3252.90,3252.90
05/05/2025 01:10:19,3253.10,3253.20,3252.10,3252.10,3252.90,3253.00,3252.00,3252.00
05/05/2025 01:13:22,3252.10,3253.00,3251.50,3253.00,3251.80,3252.70,3251.20,3252.70
05/05/2025 01:17:23,3253.00,3253.70,3252.00,3252.00,3252.80,3253.40,3251.80,3251.80
05/05/2025 01:18:01,3251.80,3253.00,3251.80,3253.00,3251.60,3252.70,3251.60,3252.70
05/05/2025 01:22:43,3253.00,3253.80,3251.80,3251.80,3252.70,3253.50,3251.60,3251.60
05/05/2025 01:32:14,3251.90,3253.00,3251.20,3253.00,3251.60,3252.80,3251.00,3252.80
05/05/2025 01:35:19,3253.00,3254.00,3252.00,3252.00,3252.80,3253.70,3251.70,3251.70
05/05/2025 01:35:43,3251.90,3251.90,3251.10,3251.10,3251.60,3251.60,3250.80,3250.80
05/05/2025 01:36:02,3251.00,3251.00,3250.10,3250.10,3250.80,3250.80,3249.90,3249.90
05/05/2025 01:36:15,3250.10,3250.90,3249.70,3250.90,3249.90,3250.60,3249.50,3250.60
05/05/2025 01:41:07,3250.90,3251.90,3250.00,3251.90,3250.60,3251.60,3249.70,3251.60
05/05/2025 01:42:44,3251.90,3252.40,3251.00,3251.00,3251.60,3252.10,3250.80,3250.80
05/05/2025 01:43:16,3250.90,3250.90,3250.30,3250.30,3250.60,3250.60,3250.10,3250.10
05/05/2025 01:44:40,3250.00,3250.30,3249.20,3249.20,3249.80,3250.10,3248.90,3248.90
05/05/2025 01:45:27,3249.20,3249.90,3248.30,3249.10,3248.90,3249.60,3248.00,3248.80
05/05/2025 01:46:09,3249.10,3251.00,3249.10,3250.90,3248.80,3250.70,3248.80,3250.60
05/05/2025 01:46:33,3250.90,3251.20,3250.40,3251.00,3250.60,3250.90,3250.10,3250.70
05/05/2025 01:46:57,3251.00,3252.90,3251.00,3252.70,3250.70,3252.60,3250.70,3252.40
05/05/2025 01:48:12,3253.00,3253.90,3252.50,3253.70,3252.70,3253.60,3252.20,3253.40
05/05/2025 01:59:49,3253.80,3254.80,3253.00,3253.10,3253.50,3254.60,3252.80,3252.80
05/05/2025 02:00:39,3253.20,3254.00,3253.20,3253.50,3252.90,3253.80,3252.90,3253.20
05/05/2025 02:02:07,3253.50,3255.00,3253.20,3255.00,3253.20,3254.80,3253.00,3254.80
05/05/2025 02:02:47,3255.00,3255.80,3254.80,3255.80,3254.80,3255.50,3254.50,3255.50
05/05/2025 02:02:48,3255.80,3256.20,3255.80,3256.20,3255.50,3256.00,3255.50,3256.00
05/05/2025 02:03:28,3256.20,3258.00,3256.20,3258.00,3256.00,3257.70,3256.00,3257.60
05/05/2025 02:04:27,3258.00,3258.90,3257.60,3258.90,3257.70,3258.70,3257.30,3258.70
05/05/2025 02:05:05,3258.90,3259.90,3258.90,3259.90,3258.70,3259.60,3258.70,3259.60
05/05/2025 02:05:11,3259.90,3261.10,3259.90,3261.10,3259.60,3260.80,3259.60,3260.80
05/05/2025 02:07:50,3261.10,3262.00,3260.30,3262.00,3260.80,3261.90,3260.00,3261.90
05/05/2025 02:10:30,3262.00,3262.80,3261.00,3262.80,3261.90,3262.50,3260.70,3262.50
05/05/2025 02:10:43,3262.80,3263.70,3262.80,3263.60,3262.50,3263.50,3262.50,3263.40
05/05/2025 02:11:17,3263.60,3264.50,3263.10,3263.10,3263.40,3264.20,3262.80,3262.80
05/05/2025 02:12:00,3263.10,3264.10,3262.10,3264.10,3262.80,3263.90,3261.80,3263.90
05/05/2025 02:12:42,3264.10,3264.90,3264.10,3264.80,3263.90,3264.60,3263.80,3264.50
05/05/2025 02:14:17,3264.80,3265.60,3263.90,3263.90,3264.50,3265.40,3263.80,3263.80
05/05/2025 02:14:30,3263.90,3265.30,3263.70,3265.30,3263.80,3265.00,3263.50,3265.00
05/05/2025 02:15:00,3265.30,3265.90,3264.90,3265.60,3265.00,3265.80,3264.70,3265.30
05/05/2025 02:15:29,3265.60,3267.00,3265.60,3267.00,3265.30,3266.70,3265.30,3266.70
05/05/2025 02:16:45,3267.00,3267.10,3266.10,3266.10,3266.70,3266.90,3265.80,3265.80
05/05/2025 02:17:11,3266.10,3266.40,3265.20,3265.20,3265.80,3266.20,3265.00,3265.00
05/05/2025 02:17:51,3265.20,3265.20,3264.00,3264.00,3265.00,3265.00,3263.80,3263.80
05/05/2025 02:18:17,3264.00,3265.00,3263.50,3264.50,3263.80,3264.80,3263.30,3264.30
05/05/2025 02:19:08,3265.00,3265.80,3265.00,3265.80,3264.80,3265.50,3264.80,3265.50
05/05/2025 02:19:14,3265.80,3267.00,3265.80,3267.00,3265.50,3266.80,3265.50,3266.80
05/05/2025 02:19:57,3267.00,3268.00,3267.00,3268.00,3266.80,3267.80,3266.70,3267.80
05/05/2025 02:20:15,3268.00,3268.90,3267.90,3268.90,3267.80,3268.70,3267.60,3268.70
05/05/2025 02:21:38,3268.90,3269.80,3268.20,3269.80,3268.70,3269.60,3268.00,3269.60
05/05/2025 02:21:48,3269.80,3270.90,3269.70,3270.90,3269.60,3270.70,3269.50,3270.70
05/05/2025 02:22:09,3270.90,3271.70,3270.00,3270.00,3270.70,3271.40,3269.80,3269.80
05/05/2025 02:22:14,3270.00,3270.90,3269.80,3270.70,3269.80,3270.70,3269.50,3270.50
05/05/2025 02:22:37,3271.00,3271.90,3270.80,3271.90,3270.70,3271.70,3270.60,3271.70
05/05/2025 02:23:01,3271.90,3272.20,3271.20,3271.20,3271.70,3272.00,3270.90,3270.90
05/05/2025 02:23:17,3271.20,3271.20,3270.00,3270.00,3270.90,3270.90,3269.70,3269.70
05/05/2025 02:23:39,3270.00,3270.60,3269.20,3269.20,3269.70,3270.40,3269.00,3269.00
05/05/2025 02:24:10,3268.90,3269.90,3268.80,3269.90,3268.70,3269.70,3268.60,3269.70
05/05/2025 02:24:10,3269.90,3269.90,3269.90,3269.90,3269.70,3269.70,3269.70,3269.70
05/05/2025 02:24:51,3269.90,3271.20,3269.90,3271.00,3269.70,3270.80,3269.70,3270.70
05/05/2025 02:25:01,3271.00,3272.00,3271.00,3271.50,3270.70,3271.70,3270.70,3271.20
05/05/2025 02:25:13,3271.00,3272.00,3270.70,3272.00,3270.70,3271.70,3270.50,3271.70
05/05/2025 02:26:06,3272.00,3273.00,3271.70,3272.40,3271.70,3272.70,3271.40,3272.10
05/05/2025 02:26:12,3272.40,3272.80,3272.30,3272.30,3272.10,3272.60,3272.10,3272.10
05/05/2025 02:28:04,3272.30,3273.00,3271.50,3273.00,3272.10,3272.80,3271.30,3272.80
05/05/2025 02:30:34,3273.00,3273.80,3272.10,3272.20,3272.80,3273.60,3271.90,3271.90
05/05/2025 02:31:01,3272.10,3273.00,3271.80,3273.00,3271.90,3272.80,3271.60,3272.80
05/05/2025 02:31:10,3273.00,3274.00,3273.00,3274.00,3272.80,3273.80,3272.80,3273.80
05/05/2025 02:31:22,3274.00,3274.90,3273.70,3274.90,3273.80,3274.70,3273.50,3274.70
05/05/2025 02:31:46,3274.90,3275.80,3274.70,3275.80,3274.70,3275.60,3274.50,3275.60
05/05/2025 02:31:47,3275.80,3276.20,3275.80,3276.20,3275.60,3276.00,3275.60,3276.00
05/05/2025 02:31:47,3276.20,3276.20,3276.20,3276.20,3276.00,3276.00,3276.00,3276.00
05/05/2025 02:31:48,3276.20,3278.00,3276.20,3278.00,3276.00,3277.70,3276.00,3277.70
05/05/2025 02:31:56,3278.00,3278.00,3276.60,3278.00,3277.70,3277.80,3276.30,3277.70
05/05/2025 02:32:12,3278.00,3278.10,3277.30,3277.30,3277.70,3277.80,3277.00,3277.00
05/05/2025 02:33:23,3277.30,3277.30,3276.00,3276.10,3277.00,3277.00,3275.80,3275.80
05/05/2025 02:33:43,3276.10,3276.90,3275.90,3276.90,3275.80,3276.70,3275.60,3276.70
05/05/2025 02:34:09,3276.90,3277.30,3276.10,3276.10,3276.70,3277.10,3275.80,3275.80
05/05/2025 02:34:39,3276.10,3276.20,3275.20,3275.20,3275.80,3276.00,3274.90,3274.90
05/05/2025 02:34:52,3275.20,3275.90,3274.70,3275.90,3274.90,3275.70,3274.50,3275.70
05/05/2025 02:35:05,3275.90,3277.00,3274.90,3277.00,3275.70,3276.70,3274.60,3276.70
05/05/2025 02:35:10,3277.00,3277.90,3277.00,3277.90,3276.80,3277.60,3276.80,3277.60
05/05/2025 02:35:10,3277.90,3278.30,3277.40,3277.40,3277.60,3278.00,3277.10,3277.10
05/05/2025 02:35:27,3277.40,3278.00,3276.60,3277.80,3277.10,3277.70,3276.30,3277.50
05/05/2025 02:35:34,3277.80,3278.50,3277.20,3277.20,3277.50,3278.20,3277.00,3277.00
05/05/2025 02:35:34,3277.20,3277.20,3276.80,3276.80,3277.00,3277.00,3276.50,3276.50
05/05/2025 02:35:36,3276.80,3276.80,3274.90,3274.90,3276.50,3276.50,3274.60,3274.60
05/05/2025 02:35:41,3274.90,3276.40,3274.60,3276.40,3274.60,3276.00,3274.40,3276.00
05/05/2025 02:35:41,3276.40,3276.40,3275.60,3275.60,3276.00,3276.00,3275.30,3275.30
05/05/2025 02:35:50,3275.60,3275.90,3274.80,3275.70,3275.30,3275.60,3274.50,3275.40
05/05/2025 02:35:57,3275.70,3276.90,3275.70,3276.90,3275.40,3276.70,3275.40,3276.70
05/05/2025 02:36:03,3276.90,3277.30,3276.20,3276.40,3276.70,3276.90,3276.00,3276.00
05/05/2025 02:36:26,3276.40,3276.40,3275.10,3275.20,3276.00,3276.00,3274.90,3274.90
05/05/2025 02:36:48,3275.20,3275.20,3274.20,3274.20,3274.90,3275.00,3274.00,3274.00
05/05/2025 02:38:49,3274.20,3274.90,3272.80,3272.80,3274.00,3274.60,3272.50,3272.50
05/05/2025 02:40:26,3272.80,3273.90,3272.20,3273.70,3272.50,3273.70,3272.00,3273.40
05/05/2025 02:40:36,3273.70,3274.10,3272.90,3273.10,3273.40,3273.90,3272.60,3272.80
05/05/2025 02:41:00,3273.10,3273.10,3272.00,3272.00,3272.80,3272.80,3271.80,3271.80
05/05/2025 02:42:26,3272.00,3272.20,3271.10,3271.10,3271.80,3272.00,3270.80,3270.80
05/05/2025 02:43:37,3271.00,3272.00,3270.30,3272.00,3270.80,3271.80,3270.10,3271.80
05/05/2025 02:44:04,3272.00,3273.00,3271.50,3273.00,3271.80,3272.80,3271.20,3272.70
05/05/2025 02:44:16,3273.00,3273.10,3272.00,3272.10,3272.70,3272.80,3271.80,3271.80
05/05/2025 02:45:06,3272.10,3272.10,3271.10,3271.20,3271.80,3271.80,3270.80,3270.90
05/05/2025 02:48:41,3271.20,3272.00,3270.60,3272.00,3270.90,3271.80,3270.30,3271.80
05/05/2025 02:50:09,3272.00,3272.80,3271.00,3271.10,3271.80,3272.50,3270.80,3270.80
05/05/2025 02:51:07,3271.10,3271.90,3270.40,3271.90,3270.80,3271.60,3270.10,3271.60
05/05/2025 02:52:01,3271.90,3273.00,3271.90,3273.00,3271.60,3272.70,3271.60,3272.70
05/05/2025 02:54:15,3273.00,3274.00,3272.50,3274.00,3272.70,3273.80,3272.20,3273.80
05/05/2025 02:55:16,3274.00,3274.30,3273.10,3273.10,3273.80,3274.10,3272.80,3272.80
05/05/2025 02:59:10,3273.10,3273.90,3272.00,3272.00,3272.80,3273.70,3271.80,3271.80
05/05/2025 03:00:12,3272.00,3273.00,3271.70,3273.00,3271.80,3272.70,3271.50,3272.70
05/05/2025 03:00:43,3273.00,3273.00,3272.10,3272.10,3272.80,3272.80,3271.80,3271.80
05/05/2025 03:02:26,3272.00,3272.80,3271.00,3271.10,3271.80,3272.60,3270.80,3270.80
05/05/2025 03:03:25,3271.10,3272.00,3270.80,3271.60,3270.80,3271.80,3270.60,3271.40
05/05/2025 03:03:40,3271.60,3272.90,3271.60,3272.90,3271.40,3272.70,3271.40,3272.70
05/05/2025 03:03:41,3272.90,3273.40,3272.90,3273.40,3272.70,3273.30,3272.70,3273.30
05/05/2025 03:03:51,3273.40,3274.70,3273.40,3274.70,3273.30,3274.40,3273.30,3274.40
05/05/2025 03:04:11,3274.70,3275.80,3274.60,3275.80,3274.40,3275.60,3274.30,3275.50
05/05/2025 03:04:19,3275.80,3276.20,3275.50,3275.70,3275.50,3276.00,3275.30,3275.40
05/05/2025 03:04:21,3275.70,3277.60,3275.70,3277.60,3275.40,3277.30,3275.40,3277.20
05/05/2025 03:04:23,3277.60,3278.10,3277.10,3277.10,3277.20,3277.90,3276.70,3276.70
05/05/2025 03:04:29,3277.10,3277.10,3276.10,3276.50,3276.70,3276.80,3275.80,3276.30
05/05/2025 03:04:30,3276.50,3278.90,3276.50,3278.90,3276.30,3278.50,3276.30,3278.50
05/05/2025 03:04:47,3278.90,3279.30,3277.90,3277.90,3278.50,3278.90,3277.50,3277.50
05/05/2025 03:04:52,3277.90,3277.90,3277.70,3277.80,3277.50,3277.60,3277.40,3277.60
05/05/2025 03:05:23,3277.80,3277.80,3276.20,3276.30,3277.60,3277.60,3275.80,3276.00
05/05/2025 03:05:34,3276.10,3276.50,3275.30,3275.30,3275.80,3276.20,3275.00,3275.00
05/05/2025 03:06:10,3275.30,3276.10,3274.80,3276.00,3275.00,3275.80,3274.50,3275.70
05/05/2025 03:06:45,3276.00,3276.00,3275.00,3275.10,3275.70,3275.70,3274.70,3274.80
05/05/2025 03:09:12,3275.10,3275.50,3274.10,3274.10,3274.80,3275.20,3273.80,3273.80
05/05/2025 03:10:11,3274.10,3274.20,3273.20,3273.20,3273.80,3273.90,3272.80,3272.80
05/05/2025 03:11:21,3273.20,3273.50,3272.00,3272.00,3272.80,3273.20,3271.70,3271.70
05/05/2025 03:11:50,3272.00,3272.00,3271.00,3271.00,3271.70,3271.70,3270.80,3270.80
05/05/2025 03:13:49,3271.00,3272.10,3270.50,3270.50,3270.80,3271.80,3270.20,3270.20
05/05/2025 03:14:10,3270.50,3270.50,3269.50,3269.50,3270.20,3270.20,3269.20,3269.20
05/05/2025 03:15:20,3269.50,3269.90,3268.30,3269.90,3269.20,3269.70,3268.00,3269.70
05/05/2025 03:17:32,3270.00,3270.30,3269.10,3269.10,3269.80,3270.10,3268.90,3268.90
05/05/2025 03:18:19,3269.10,3269.10,3268.20,3268.30,3268.90,3268.90,3267.90,3268.10
05/05/2025 03:18:51,3268.30,3269.00,3267.80,3269.00,3268.10,3268.80,3267.60,3268.80
05/05/2025 03:19:05,3269.00,3269.20,3268.20,3268.20,3268.80,3269.00,3267.90,3267.90
05/05/2025 03:19:27,3268.00,3268.60,3267.60,3268.60,3267.70,3268.30,3267.40,3268.30
05/05/2025 03:19:28,3268.60,3270.00,3268.60,3270.00,3268.30,3269.70,3268.30,3269.70
05/05/2025 03:19:37,3270.00,3270.70,3270.00,3270.70,3269.70,3270.50,3269.70,3270.50
05/05/2025 03:19:47,3270.70,3271.00,3270.00,3270.00,3270.50,3270.70,3269.70,3269.70
05/05/2025 03:20:05,3270.00,3270.90,3269.30,3270.90,3269.70,3270.60,3269.10,3270.60
05/05/2025 03:22:05,3270.90,3272.00,3270.80,3272.00,3270.60,3271.80,3270.50,3271.80
05/05/2025 03:23:11,3272.00,3272.90,3272.00,3272.90,3271.80,3272.60,3271.70,3272.60
05/05/2025 03:24:07,3272.90,3274.00,3272.60,3274.00,3272.60,3273.80,3272.30,3273.80
05/05/2025 03:24:25,3274.00,3274.00,3273.00,3273.00,3273.80,3273.80,3272.70,3272.70
05/05/2025 03:25:30,3272.90,3273.10,3271.90,3271.90,3272.70,3272.80,3271.70,3271.70
05/05/2025 03:26:37,3271.90,3273.00,3271.80,3273.00,3271.70,3272.80,3271.60,3272.80
05/05/2025 03:26:46,3273.00,3273.20,3272.70,3272.70,3272.80,3272.90,3272.40,3272.40
05/05/2025 03:27:39,3271.80,3272.40,3271.10,3271.10,3271.60,3272.20,3270.90,3270.90
05/05/2025 03:28:10,3270.90,3272.30,3270.80,3272.30,3270.70,3272.00,3270.50,3272.00
05/05/2025 03:28:43,3272.30,3273.00,3272.20,3273.00,3272.00,3272.70,3271.90,3272.70
05/05/2025 03:29:02,3273.00,3274.00,3273.00,3274.00,3272.70,3273.70,3272.70,3273.70
05/05/2025 03:33:03,3274.00,3275.00,3273.60,3274.70,3273.70,3274.80,3273.30,3274.40
05/05/2025 03:40:33,3274.70,3275.90,3274.60,3275.90,3274.40,3275.70,3274.30,3275.60
05/05/2025 03:43:00,3275.90,3276.50,3275.30,3275.50,3275.60,3276.30,3275.00,3275.20
05/05/2025 03:43:07,3275.50,3275.70,3275.00,3275.40,3275.20,3275.50,3274.70,3275.20
05/05/2025 03:44:12,3275.40,3276.90,3275.40,3276.90,3275.20,3276.70,3275.20,3276.60
05/05/2025 03:44:12,3276.90,3276.90,3276.90,3276.90,3276.60,3276.60,3276.60,3276.60
