date, time, average_range
01/05/2025,23:00,17.9
01/05/2025,23:30,15.1
02/05/2025,00:00,12.14
02/05/2025,00:30,12.92
02/05/2025,01:00,15.97
02/05/2025,01:30,22.55
02/05/2025,02:00,15.31
02/05/2025,02:30,14.93
02/05/2025,03:00,15.1
02/05/2025,03:30,12.28
02/05/2025,04:00,15.1
02/05/2025,04:30,11.48
02/05/2025,05:00,12.14
02/05/2025,05:30,13.11
02/05/2025,06:00,12.31
02/05/2025,06:30,12.93
02/05/2025,07:00,17.48
02/05/2025,07:30,17.48
02/05/2025,08:00,16.66
02/05/2025,08:30,16.0
02/05/2025,09:00,15.52
02/05/2025,09:30,12.0
02/05/2025,10:00,15.07
02/05/2025,10:30,14.24
02/05/2025,11:00,13.59
02/05/2025,11:30,11.38
02/05/2025,12:00,13.26
02/05/2025,12:30,14.45
02/05/2025,13:00,16.97
02/05/2025,13:30,37.03
02/05/2025,14:00,29.21
02/05/2025,14:30,35.24
02/05/2025,15:00,30.07
02/05/2025,15:30,21.48
02/05/2025,16:00,20.83
02/05/2025,16:30,27.14
02/05/2025,17:00,26.62
02/05/2025,17:30,21.17
02/05/2025,18:00,19.1
02/05/2025,18:30,17.38
02/05/2025,19:00,14.52
02/05/2025,19:30,12.59
02/05/2025,20:00,14.71
02/05/2025,20:30,12.07
02/05/2025,21:00,13.56
02/05/2025,21:30,8.45
04/05/2025,23:00,15.55
04/05/2025,23:30,12.31
05/05/2025,00:00,11.93
05/05/2025,00:30,15.17
05/05/2025,01:00,13.03
05/05/2025,01:30,12.1
05/05/2025,02:00,20.1
05/05/2025,02:30,18.55
05/05/2025,03:00,19.0
05/05/2025,03:30,13.21
05/05/2025,04:00,19.32
05/05/2025,04:30,14.41
05/05/2025,05:00,12.48
05/05/2025,05:30,11.5
05/05/2025,06:00,10.75
05/05/2025,06:30,13.97
05/05/2025,07:00,14.03
05/05/2025,07:30,13.69
05/05/2025,08:00,14.83
05/05/2025,08:30,14.21
05/05/2025,09:00,14.07
05/05/2025,09:30,16.38
05/05/2025,10:00,23.0
05/05/2025,10:30,19.59
05/05/2025,11:00,19.83
05/05/2025,11:30,16.17
05/05/2025,12:00,16.17
05/05/2025,12:30,14.24
05/05/2025,13:00,19.62
05/05/2025,13:30,17.07
05/05/2025,14:00,15.66
05/05/2025,14:30,20.28
05/05/2025,15:00,32.93
05/05/2025,15:30,19.62
05/05/2025,16:00,20.93
05/05/2025,16:30,16.69
05/05/2025,17:00,15.1
05/05/2025,17:30,14.03
05/05/2025,18:00,13.45
05/05/2025,18:30,12.45
05/05/2025,19:00,11.66
05/05/2025,19:30,10.48
05/05/2025,20:00,13.83
05/05/2025,20:30,15.66
05/05/2025,21:00,11.79
05/05/2025,21:30,9.74
05/05/2025,23:00,16.68
05/05/2025,23:30,11.9
06/05/2025,00:00,14.48
06/05/2025,00:30,10.0
06/05/2025,01:00,15.97
06/05/2025,01:30,16.86
06/05/2025,02:00,40.93
06/05/2025,02:30,31.9
06/05/2025,03:00,25.0
06/05/2025,03:30,32.62
06/05/2025,04:00,29.72
06/05/2025,04:30,17.55
06/05/2025,05:00,14.03
06/05/2025,05:30,18.55
06/05/2025,06:00,15.1
06/05/2025,06:30,22.31
06/05/2025,07:00,20.24
06/05/2025,07:30,14.03
06/05/2025,08:00,18.1
06/05/2025,08:30,21.07
06/05/2025,09:00,23.48
06/05/2025,09:30,13.83
06/05/2025,10:00,15.38
06/05/2025,10:30,13.93
06/05/2025,11:00,15.14
06/05/2025,11:30,12.72
06/05/2025,12:00,13.24
06/05/2025,12:30,16.55
06/05/2025,13:00,19.1
06/05/2025,13:30,20.93
06/05/2025,14:00,20.66
06/05/2025,14:30,27.21
06/05/2025,15:00,24.17
06/05/2025,15:30,24.34
06/05/2025,16:00,15.86
06/05/2025,16:30,14.83
06/05/2025,17:00,16.76
06/05/2025,17:30,17.76
06/05/2025,18:00,16.03
06/05/2025,18:30,15.24
06/05/2025,19:00,12.69
06/05/2025,19:30,10.18
06/05/2025,20:00,11.45
06/05/2025,20:30,10.24
06/05/2025,21:00,11.52
06/05/2025,21:30,17.9
06/05/2025,23:00,67.66
06/05/2025,23:30,50.48
07/05/2025,00:00,37.45
07/05/2025,00:30,22.48
07/05/2025,01:00,33.48
07/05/2025,01:30,45.1
07/05/2025,02:00,44.1
07/05/2025,02:30,28.86
07/05/2025,03:00,26.21
07/05/2025,03:30,19.14
07/05/2025,04:00,19.24
07/05/2025,04:30,19.86
07/05/2025,05:00,15.9
07/05/2025,05:30,14.86
07/05/2025,06:00,14.72
07/05/2025,06:30,18.83
07/05/2025,07:00,18.55
07/05/2025,07:30,17.79
07/05/2025,08:00,17.45
07/05/2025,08:30,16.07
07/05/2025,09:00,16.39
07/05/2025,09:30,17.17
07/05/2025,10:00,18.69
07/05/2025,10:30,16.85
07/05/2025,11:00,16.85
07/05/2025,11:30,16.85
07/05/2025,12:00,16.85
07/05/2025,12:30,16.85
07/05/2025,13:00,16.85
