date, time, average_range
20/04/2025,23:00,33.52
20/04/2025,23:30,17.03
21/04/2025,00:00,18.72
21/04/2025,00:30,13.1
21/04/2025,01:00,17.07
21/04/2025,01:30,23.79
21/04/2025,02:00,27.07
21/04/2025,02:30,17.41
21/04/2025,03:00,17.24
21/04/2025,03:30,14.24
21/04/2025,04:00,14.52
21/04/2025,04:30,10.66
21/04/2025,05:00,15.93
21/04/2025,05:30,7.86
21/04/2025,06:00,18.14
21/04/2025,06:30,14.86
21/04/2025,07:00,17.69
21/04/2025,07:30,13.03
21/04/2025,08:00,11.97
21/04/2025,08:30,15.07
21/04/2025,09:00,12.55
21/04/2025,09:30,11.55
21/04/2025,10:00,11.55
21/04/2025,10:30,9.93
21/04/2025,11:00,10.0
21/04/2025,11:30,11.31
21/04/2025,12:00,15.69
21/04/2025,12:30,18.41
21/04/2025,13:00,17.83
21/04/2025,13:30,18.31
21/04/2025,14:00,25.72
21/04/2025,14:30,32.72
21/04/2025,15:00,27.52
21/04/2025,15:30,28.55
