date, time, average_range
02/04/2025,23:00,71.59
02/04/2025,23:30,25.59
03/04/2025,00:00,24.17
03/04/2025,00:30,19.07
03/04/2025,01:00,31.45
03/04/2025,01:30,22.72
03/04/2025,02:00,28.0
03/04/2025,02:30,22.03
03/04/2025,03:00,14.21
03/04/2025,03:30,19.31
03/04/2025,04:00,17.17
03/04/2025,04:30,11.79
03/04/2025,05:00,8.86
03/04/2025,05:30,12.03
03/04/2025,06:00,17.0
03/04/2025,06:30,22.83
03/04/2025,07:00,17.45
03/04/2025,07:30,23.28
03/04/2025,08:00,20.41
03/04/2025,08:30,15.72
03/04/2025,09:00,15.0
03/04/2025,09:30,13.1
03/04/2025,10:00,14.9
03/04/2025,10:30,14.9
03/04/2025,11:00,28.97
03/04/2025,11:30,27.9
03/04/2025,12:00,27.86
03/04/2025,12:30,23.03
03/04/2025,13:00,24.59
03/04/2025,13:30,36.38
03/04/2025,14:00,36.52
03/04/2025,14:30,39.9
03/04/2025,15:00,40.48
03/04/2025,15:30,35.31
03/04/2025,16:00,31.62
03/04/2025,16:30,24.48
03/04/2025,17:00,20.97
03/04/2025,17:30,13.97
03/04/2025,18:00,16.52
03/04/2025,18:30,12.52
03/04/2025,19:00,9.83
03/04/2025,19:30,9.93
03/04/2025,20:00,11.48
03/04/2025,20:30,11.03
03/04/2025,21:00,6.97
03/04/2025,21:30,13.0
03/04/2025,23:00,7.59
03/04/2025,23:30,8.07
04/04/2025,00:00,10.11
04/04/2025,00:30,10.03
04/04/2025,01:00,9.86
04/04/2025,01:30,12.9
04/04/2025,02:00,12.45
04/04/2025,02:30,11.52
04/04/2025,03:00,13.31
04/04/2025,03:30,23.07
04/04/2025,04:00,21.72
04/04/2025,04:30,13.28
04/04/2025,05:00,12.93
04/04/2025,05:30,12.79
04/04/2025,06:00,13.79
04/04/2025,06:30,11.21
04/04/2025,07:00,13.45
04/04/2025,07:30,13.34
04/04/2025,08:00,23.21
04/04/2025,08:30,15.76
04/04/2025,09:00,21.41
04/04/2025,09:30,18.62
04/04/2025,10:00,16.86
04/04/2025,10:30,16.69
04/04/2025,11:00,24.66
04/04/2025,11:30,29.62
04/04/2025,12:00,39.17
04/04/2025,12:30,45.86
04/04/2025,13:00,41.66
04/04/2025,13:30,58.62
04/04/2025,14:00,39.59
04/04/2025,14:30,40.79
04/04/2025,15:00,41.83
04/04/2025,15:30,44.9
04/04/2025,16:00,52.45
04/04/2025,16:30,40.17
04/04/2025,17:00,31.9
04/04/2025,17:30,21.21
04/04/2025,18:00,20.76
04/04/2025,18:30,25.1
04/04/2025,19:00,15.17
04/04/2025,19:30,15.86
04/04/2025,20:00,20.72
04/04/2025,20:30,21.34
04/04/2025,21:00,14.31
