date, time, average_range
27/03/2025,23:00,4.81
27/03/2025,23:30,5.39
28/03/2025,00:00,3.46
28/03/2025,00:30,3.74
28/03/2025,01:00,8.17
28/03/2025,01:30,5.55
28/03/2025,02:00,9.52
28/03/2025,02:30,11.24
28/03/2025,03:00,10.14
28/03/2025,03:30,9.17
28/03/2025,04:00,7.03
28/03/2025,04:30,7.79
28/03/2025,05:00,4.89
28/03/2025,05:30,4.86
28/03/2025,06:00,5.19
28/03/2025,06:30,9.79
28/03/2025,07:00,9.76
28/03/2025,07:30,8.86
28/03/2025,08:00,9.62
28/03/2025,08:30,9.69
28/03/2025,09:00,13.14
28/03/2025,09:30,9.34
28/03/2025,10:00,8.07
28/03/2025,10:30,9.14
28/03/2025,11:00,10.17
28/03/2025,11:30,6.59
28/03/2025,12:00,8.72
28/03/2025,12:30,8.45
28/03/2025,13:00,10.45
28/03/2025,13:30,14.66
28/03/2025,14:00,21.76
28/03/2025,14:30,20.66
28/03/2025,15:00,20.66
28/03/2025,15:30,26.79
28/03/2025,16:00,16.38
28/03/2025,16:30,12.24
28/03/2025,17:00,10.28
28/03/2025,17:30,10.1
28/03/2025,18:00,9.45
28/03/2025,18:30,10.07
28/03/2025,19:00,7.9
28/03/2025,19:30,8.79
28/03/2025,20:00,6.1
28/03/2025,20:30,6.28
28/03/2025,21:00,5.1
28/03/2025,21:30,7.45
30/03/2025,23:00,16.34
30/03/2025,23:30,5.62
31/03/2025,00:00,6.31
31/03/2025,00:30,5.45
31/03/2025,01:00,8.76
31/03/2025,01:30,8.24
31/03/2025,02:00,15.31
31/03/2025,02:30,14.66
31/03/2025,03:00,18.79
31/03/2025,03:30,16.83
31/03/2025,04:00,13.48
31/03/2025,04:30,9.52
31/03/2025,05:00,7.59
31/03/2025,05:30,7.83
31/03/2025,06:00,11.52
31/03/2025,06:30,12.21
31/03/2025,07:00,13.86
31/03/2025,07:30,12.86
31/03/2025,08:00,16.62
31/03/2025,08:30,9.21
31/03/2025,09:00,12.0
31/03/2025,09:30,9.48
31/03/2025,10:00,8.86
31/03/2025,10:30,12.1
31/03/2025,11:00,10.55
31/03/2025,11:30,12.9
31/03/2025,12:00,11.41
31/03/2025,12:30,9.41
31/03/2025,13:00,13.83
31/03/2025,13:30,15.03
31/03/2025,14:00,21.62
31/03/2025,14:30,28.03
31/03/2025,15:00,19.79
31/03/2025,15:30,18.86
31/03/2025,16:00,14.79
31/03/2025,16:30,11.55
31/03/2025,17:00,11.66
31/03/2025,17:30,9.83
31/03/2025,18:00,8.69
31/03/2025,18:30,7.9
31/03/2025,19:00,7.62
31/03/2025,19:30,7.41
31/03/2025,20:00,6.93
31/03/2025,20:30,6.83
31/03/2025,21:00,4.89
31/03/2025,21:30,4.93
31/03/2025,23:00,5.18
31/03/2025,23:30,3.62
01/04/2025,00:00,5.1
01/04/2025,00:30,6.62
01/04/2025,01:00,8.71
01/04/2025,01:30,6.68
01/04/2025,02:00,19.1
01/04/2025,02:30,13.9
01/04/2025,03:00,12.0
01/04/2025,03:30,10.17
01/04/2025,04:00,8.76
01/04/2025,04:30,6.9
01/04/2025,05:00,7.55
01/04/2025,05:30,5.64
01/04/2025,06:00,9.24
01/04/2025,06:30,16.48
01/04/2025,07:00,19.34
01/04/2025,07:30,13.1
01/04/2025,08:00,14.52
01/04/2025,08:30,13.9
01/04/2025,09:00,11.66
01/04/2025,09:30,8.76
01/04/2025,10:00,9.1
01/04/2025,10:30,8.1
01/04/2025,11:00,11.21
01/04/2025,11:30,11.76
01/04/2025,12:00,12.41
01/04/2025,12:30,9.48
01/04/2025,13:00,12.48
01/04/2025,13:30,9.52
01/04/2025,14:00,16.55
01/04/2025,14:30,17.45
01/04/2025,15:00,22.76
01/04/2025,15:30,16.97
01/04/2025,16:00,14.17
01/04/2025,16:30,18.48
01/04/2025,17:00,24.52
01/04/2025,17:30,14.72
01/04/2025,18:00,12.0
01/04/2025,18:30,6.38
01/04/2025,19:00,9.28
01/04/2025,19:30,6.39
01/04/2025,20:00,5.9
01/04/2025,20:30,5.14
01/04/2025,21:00,3.81
01/04/2025,21:30,6.9
01/04/2025,23:00,10.34
01/04/2025,23:30,5.48
02/04/2025,00:00,4.89
02/04/2025,00:30,6.82
02/04/2025,01:00,9.79
02/04/2025,01:30,7.72
02/04/2025,02:00,14.69
02/04/2025,02:30,11.0
02/04/2025,03:00,8.83
02/04/2025,03:30,7.55
02/04/2025,04:00,7.79
02/04/2025,04:30,7.76
02/04/2025,05:00,5.9
02/04/2025,05:30,9.66
02/04/2025,06:00,10.76
02/04/2025,06:30,17.03
02/04/2025,07:00,11.03
02/04/2025,07:30,8.17
02/04/2025,08:00,11.41
02/04/2025,08:30,8.79
02/04/2025,09:00,11.76
