date, time, average_range
16/04/2025,23:00,18.15
16/04/2025,23:30,10.59
17/04/2025,00:00,11.62
17/04/2025,00:30,11.13
17/04/2025,01:00,16.71
17/04/2025,01:30,15.86
17/04/2025,02:00,19.29
17/04/2025,02:30,43.03
17/04/2025,03:00,19.29
17/04/2025,03:30,20.59
17/04/2025,04:00,13.04
17/04/2025,04:30,12.31
17/04/2025,05:00,13.83
17/04/2025,05:30,10.25
17/04/2025,06:00,14.43
17/04/2025,06:30,15.26
17/04/2025,07:00,17.79
17/04/2025,07:30,13.1
17/04/2025,08:00,23.86
17/04/2025,08:30,16.28
17/04/2025,09:00,14.92
17/04/2025,09:30,14.96
17/04/2025,10:00,13.33
17/04/2025,10:30,10.11
17/04/2025,11:00,15.33
17/04/2025,11:30,10.77
17/04/2025,12:00,14.67
17/04/2025,12:30,12.92
17/04/2025,13:00,23.71
17/04/2025,13:30,19.86
17/04/2025,14:00,20.83
17/04/2025,14:30,28.55
17/04/2025,15:00,29.66
17/04/2025,15:30,37.93
17/04/2025,16:00,22.9
17/04/2025,16:30,18.57
17/04/2025,17:00,17.14
17/04/2025,17:30,13.63
17/04/2025,18:00,13.57
17/04/2025,18:30,11.85
17/04/2025,19:00,8.84
17/04/2025,19:30,11.37
17/04/2025,20:00,10.31
17/04/2025,20:30,12.17
17/04/2025,21:00,12.0
17/04/2025,21:30,10.29
20/04/2025,23:00,32.0
20/04/2025,23:30,16.44
21/04/2025,00:00,19.38
21/04/2025,00:30,13.76
21/04/2025,01:00,15.72
21/04/2025,01:30,22.07
21/04/2025,02:00,24.83
21/04/2025,02:30,16.15
21/04/2025,03:00,16.14
21/04/2025,03:30,12.46
21/04/2025,04:00,14.15
21/04/2025,04:30,9.69
21/04/2025,05:00,14.88
21/04/2025,05:30,9.71
21/04/2025,06:00,16.69
21/04/2025,06:30,14.56
21/04/2025,07:00,16.89
21/04/2025,07:30,12.15
21/04/2025,08:00,12.17
21/04/2025,08:30,14.62
21/04/2025,09:00,11.69
21/04/2025,09:30,10.67
21/04/2025,10:00,12.91
21/04/2025,10:30,11.0
21/04/2025,11:00,10.09
21/04/2025,11:30,11.62
21/04/2025,12:00,16.0
21/04/2025,12:30,16.55
21/04/2025,13:00,16.3
21/04/2025,13:30,16.89
21/04/2025,14:00,22.34
21/04/2025,14:30,31.17
21/04/2025,15:00,25.93
21/04/2025,15:30,27.45
21/04/2025,16:00,21.52
21/04/2025,16:30,19.29
21/04/2025,17:00,15.17
21/04/2025,17:30,13.86
21/04/2025,18:00,17.38
21/04/2025,18:30,12.77
21/04/2025,19:00,13.5
21/04/2025,19:30,8.84
21/04/2025,20:00,12.35
21/04/2025,20:30,13.33
21/04/2025,21:00,11.24
21/04/2025,21:30,10.44
21/04/2025,23:00,16.14
21/04/2025,23:30,13.33
22/04/2025,00:00,16.67
22/04/2025,00:30,21.24
22/04/2025,01:00,38.9
22/04/2025,01:30,23.03
22/04/2025,02:00,25.24
22/04/2025,02:30,26.76
22/04/2025,03:00,23.86
22/04/2025,03:30,23.29
22/04/2025,04:00,25.79
22/04/2025,04:30,22.9
22/04/2025,05:00,18.9
22/04/2025,05:30,14.33
22/04/2025,06:00,16.14
22/04/2025,06:30,25.66
22/04/2025,07:00,28.55
22/04/2025,07:30,30.34
22/04/2025,08:00,29.1
22/04/2025,08:30,22.21
22/04/2025,09:00,17.92
22/04/2025,09:30,27.86
22/04/2025,10:00,24.14
22/04/2025,10:30,18.29
22/04/2025,11:00,22.07
22/04/2025,11:30,20.69
22/04/2025,12:00,18.22
22/04/2025,12:30,17.57
22/04/2025,13:00,25.38
22/04/2025,13:30,32.97
22/04/2025,14:00,39.72
22/04/2025,14:30,50.76
22/04/2025,15:00,36.14
22/04/2025,15:30,25.66
22/04/2025,16:00,24.97
22/04/2025,16:30,24.55
22/04/2025,17:00,49.52
22/04/2025,17:30,42.34
22/04/2025,18:00,35.72
22/04/2025,18:30,21.14
22/04/2025,19:00,20.0
