date, time, average_range
05/05/2025,23:00,15.76
05/05/2025,23:30,12.36
06/05/2025,00:00,15.48
06/05/2025,00:30,9.34
06/05/2025,01:00,15.93
06/05/2025,01:30,16.93
06/05/2025,02:00,41.14
06/05/2025,02:30,31.97
06/05/2025,03:00,24.9
06/05/2025,03:30,32.59
06/05/2025,04:00,29.97
06/05/2025,04:30,17.55
06/05/2025,05:00,13.97
06/05/2025,05:30,18.69
06/05/2025,06:00,15.39
06/05/2025,06:30,22.24
06/05/2025,07:00,20.41
06/05/2025,07:30,14.14
06/05/2025,08:00,18.0
06/05/2025,08:30,21.1
06/05/2025,09:00,23.62
06/05/2025,09:30,13.83
06/05/2025,10:00,15.28
06/05/2025,10:30,13.97
06/05/2025,11:00,15.38
06/05/2025,11:30,12.59
06/05/2025,12:00,13.21
06/05/2025,12:30,16.59
06/05/2025,13:00,19.38
06/05/2025,13:30,20.97
06/05/2025,14:00,20.59
06/05/2025,14:30,27.14
06/05/2025,15:00,24.21
06/05/2025,15:30,24.34
06/05/2025,16:00,15.66
06/05/2025,16:30,14.79
06/05/2025,17:00,16.72
06/05/2025,17:30,17.76
06/05/2025,18:00,16.03
06/05/2025,18:30,15.14
06/05/2025,19:00,13.07
06/05/2025,19:30,10.44
06/05/2025,20:00,11.72
06/05/2025,20:30,10.17
06/05/2025,21:00,11.48
06/05/2025,21:30,17.86
06/05/2025,23:00,67.62
06/05/2025,23:30,50.55
07/05/2025,00:00,37.45
07/05/2025,00:30,22.52
07/05/2025,01:00,33.28
07/05/2025,01:30,45.14
07/05/2025,02:00,44.28
07/05/2025,02:30,28.55
07/05/2025,03:00,26.34
07/05/2025,03:30,19.28
07/05/2025,04:00,19.45
07/05/2025,04:30,19.79
07/05/2025,05:00,15.83
07/05/2025,05:30,14.89
07/05/2025,06:00,14.62
07/05/2025,06:30,18.72
07/05/2025,07:00,18.41
07/05/2025,07:30,17.83
07/05/2025,08:00,17.55
07/05/2025,08:30,16.24
07/05/2025,09:00,16.17
07/05/2025,09:30,18.21
07/05/2025,10:00,18.83
07/05/2025,10:30,15.03
07/05/2025,11:00,23.0
07/05/2025,11:30,18.38
07/05/2025,12:00,16.0
07/05/2025,12:30,14.62
07/05/2025,13:00,18.9
07/05/2025,13:30,18.17
07/05/2025,14:00,22.69
07/05/2025,14:30,25.07
07/05/2025,15:00,26.72
07/05/2025,15:30,22.55
07/05/2025,16:00,20.14
07/05/2025,16:30,14.59
07/05/2025,17:00,14.55
07/05/2025,17:30,11.21
07/05/2025,18:00,12.41
07/05/2025,18:30,16.11
07/05/2025,19:00,34.24
07/05/2025,19:30,33.38
07/05/2025,20:00,32.76
07/05/2025,20:30,28.76
07/05/2025,21:00,15.41
07/05/2025,21:30,11.68
07/05/2025,23:00,15.71
07/05/2025,23:30,10.55
08/05/2025,00:00,8.07
08/05/2025,00:30,10.78
08/05/2025,01:00,14.83
08/05/2025,01:30,17.21
08/05/2025,02:00,30.21
08/05/2025,02:30,25.38
08/05/2025,03:00,25.03
08/05/2025,03:30,17.1
08/05/2025,04:00,20.79
08/05/2025,04:30,14.59
08/05/2025,05:00,18.24
08/05/2025,05:30,15.59
08/05/2025,06:00,21.21
08/05/2025,06:30,29.1
08/05/2025,07:00,43.83
08/05/2025,07:30,35.83
08/05/2025,08:00,27.31
08/05/2025,08:30,24.31
08/05/2025,09:00,16.52
08/05/2025,09:30,14.9
08/05/2025,10:00,16.31
08/05/2025,10:30,17.14
08/05/2025,11:00,16.1
08/05/2025,11:30,17.28
08/05/2025,12:00,12.76
08/05/2025,12:30,13.24
08/05/2025,13:00,17.03
08/05/2025,13:30,23.79
08/05/2025,14:00,19.62
08/05/2025,14:30,27.66
08/05/2025,15:00,25.24
08/05/2025,15:30,25.03
08/05/2025,16:00,26.86
08/05/2025,16:30,36.31
08/05/2025,17:00,35.38
08/05/2025,17:30,25.14
08/05/2025,18:00,27.9
08/05/2025,18:30,20.03
08/05/2025,19:00,13.24
08/05/2025,19:30,11.34
08/05/2025,20:00,22.17
08/05/2025,20:30,18.83
08/05/2025,21:00,14.14
08/05/2025,21:30,11.62
08/05/2025,23:00,16.86
08/05/2025,23:30,16.1
09/05/2025,00:00,14.76
09/05/2025,00:30,11.52
09/05/2025,01:00,15.24
09/05/2025,01:30,16.14
09/05/2025,02:00,27.97
09/05/2025,02:30,32.72
09/05/2025,03:00,28.1
09/05/2025,03:30,29.97
09/05/2025,04:00,24.45
09/05/2025,04:30,16.1
09/05/2025,05:00,16.03
09/05/2025,05:30,17.48
09/05/2025,06:00,17.66
09/05/2025,06:30,22.34
09/05/2025,07:00,20.17
09/05/2025,07:30,16.86
09/05/2025,08:00,19.34
09/05/2025,08:30,16.66
09/05/2025,09:00,17.66
09/05/2025,09:30,13.9
09/05/2025,10:00,12.57
09/05/2025,10:30,10.9
09/05/2025,11:00,10.97
09/05/2025,11:30,10.46
09/05/2025,12:00,17.97
09/05/2025,12:30,20.17
09/05/2025,13:00,17.31
09/05/2025,13:30,15.97
09/05/2025,14:00,18.9
09/05/2025,14:30,20.0
09/05/2025,15:00,25.9
09/05/2025,15:30,24.79
09/05/2025,16:00,17.59
09/05/2025,16:30,14.48
09/05/2025,17:00,15.03
09/05/2025,17:30,14.47
09/05/2025,18:00,14.47
