date, time, average_range
29/04/2025,23:00,26.15
29/04/2025,23:30,21.9
30/04/2025,00:00,25.86
30/04/2025,00:30,22.33
30/04/2025,01:00,32.27
30/04/2025,01:30,25.46
30/04/2025,02:00,26.95
30/04/2025,02:30,25.65
30/04/2025,03:00,28.67
30/04/2025,03:30,25.31
30/04/2025,04:00,25.18
30/04/2025,04:30,26.18
30/04/2025,05:00,21.85
30/04/2025,05:30,22.91
30/04/2025,06:00,25.6
30/04/2025,06:30,22.33
30/04/2025,07:00,23.47
30/04/2025,07:30,22.0
30/04/2025,08:00,22.27
30/04/2025,08:30,24.18
30/04/2025,09:00,38.14
30/04/2025,09:30,26.55
30/04/2025,10:00,27.89
30/04/2025,10:30,28.11
30/04/2025,11:00,26.84
30/04/2025,11:30,24.59
30/04/2025,12:00,27.8
30/04/2025,12:30,26.43
30/04/2025,13:00,37.73
30/04/2025,13:30,36.72
30/04/2025,14:00,30.52
30/04/2025,14:30,35.9
30/04/2025,15:00,37.71
30/04/2025,15:30,37.57
30/04/2025,16:00,30.63
30/04/2025,16:30,30.84
30/04/2025,17:00,22.75
30/04/2025,17:30,26.14
30/04/2025,18:00,25.38
30/04/2025,18:30,24.43
30/04/2025,19:00,26.27
30/04/2025,19:30,19.5
30/04/2025,20:00,23.73
30/04/2025,20:30,24.67
30/04/2025,21:00,24.38
30/04/2025,21:30,27.0
30/04/2025,23:00,32.33
30/04/2025,23:30,29.48
01/05/2025,00:00,31.38
01/05/2025,00:30,25.5
01/05/2025,01:00,40.41
01/05/2025,01:30,45.04
01/05/2025,02:00,37.32
01/05/2025,02:30,33.04
01/05/2025,03:00,31.88
01/05/2025,03:30,26.95
01/05/2025,04:00,31.08
01/05/2025,04:30,29.08
01/05/2025,05:00,27.57
01/05/2025,05:30,29.57
01/05/2025,06:00,27.75
01/05/2025,06:30,26.33
01/05/2025,07:00,30.32
01/05/2025,07:30,27.0
01/05/2025,08:00,26.26
01/05/2025,08:30,25.29
01/05/2025,09:00,22.72
01/05/2025,09:30,23.11
01/05/2025,10:00,27.92
01/05/2025,10:30,27.94
01/05/2025,11:00,24.17
01/05/2025,11:30,23.83
01/05/2025,12:00,23.53
01/05/2025,12:30,30.35
01/05/2025,13:00,32.24
01/05/2025,13:30,37.55
01/05/2025,14:00,30.63
01/05/2025,14:30,39.75
01/05/2025,15:00,41.61
01/05/2025,15:30,28.83
01/05/2025,16:00,25.88
01/05/2025,16:30,28.73
01/05/2025,17:00,26.0
01/05/2025,17:30,24.58
01/05/2025,18:00,23.1
01/05/2025,18:30,23.21
01/05/2025,19:00,23.91
01/05/2025,19:30,23.11
01/05/2025,20:00,24.5
01/05/2025,20:30,25.8
01/05/2025,21:00,23.87
01/05/2025,21:30,24.45
01/05/2025,23:00,29.69
01/05/2025,23:30,26.07
02/05/2025,00:00,25.3
02/05/2025,00:30,24.0
02/05/2025,01:00,23.0
02/05/2025,01:30,27.32
02/05/2025,02:00,25.81
02/05/2025,02:30,23.11
02/05/2025,03:00,24.3
02/05/2025,03:30,23.33
02/05/2025,04:00,23.81
02/05/2025,04:30,20.63
02/05/2025,05:00,24.36
02/05/2025,05:30,25.18
02/05/2025,06:00,22.07
02/05/2025,06:30,22.5
02/05/2025,07:00,28.37
02/05/2025,07:30,28.39
02/05/2025,08:00,24.05
02/05/2025,08:30,23.14
02/05/2025,09:00,24.28
02/05/2025,09:30,21.07
02/05/2025,10:00,22.75
02/05/2025,10:30,23.82
02/05/2025,11:00,23.25
02/05/2025,11:30,22.73
02/05/2025,12:00,23.33
02/05/2025,12:30,23.0
02/05/2025,13:00,23.32
02/05/2025,13:30,41.57
02/05/2025,14:00,33.81
02/05/2025,14:30,38.41
02/05/2025,15:00,32.24
02/05/2025,15:30,27.96
02/05/2025,16:00,27.0
02/05/2025,16:30,32.29
02/05/2025,17:00,31.15
02/05/2025,17:30,27.0
02/05/2025,18:00,27.09
02/05/2025,18:30,26.62
02/05/2025,19:00,24.5
02/05/2025,19:30,25.17
02/05/2025,20:00,26.0
02/05/2025,20:30,20.27
02/05/2025,21:00,26.25
02/05/2025,21:30,19.5
04/05/2025,23:00,25.94
04/05/2025,23:30,22.92
05/05/2025,00:00,24.44
05/05/2025,00:30,24.71
05/05/2025,01:00,20.29
05/05/2025,01:30,24.67
05/05/2025,02:00,28.77
05/05/2025,02:30,24.9
05/05/2025,03:00,28.05
05/05/2025,03:30,22.59
05/05/2025,04:00,29.35
05/05/2025,04:30,24.14
05/05/2025,05:00,23.5
05/05/2025,05:30,23.23
05/05/2025,06:00,20.08
05/05/2025,06:30,24.88
05/05/2025,07:00,24.27
05/05/2025,07:30,24.14
05/05/2025,08:00,24.25
05/05/2025,08:30,27.2
05/05/2025,09:00,24.5
05/05/2025,09:30,24.94
05/05/2025,10:00,29.67
05/05/2025,10:30,28.45
05/05/2025,11:00,27.17
05/05/2025,11:30,21.91
05/05/2025,12:00,24.79
05/05/2025,12:30,23.6
05/05/2025,13:00,25.0
05/05/2025,13:30,23.41
05/05/2025,14:00,22.76
05/05/2025,14:30,27.21
05/05/2025,15:00,38.93
05/05/2025,15:30,28.0
05/05/2025,16:00,26.24
05/05/2025,16:30,25.13
05/05/2025,17:00,25.13
