02/05/2025,15:00,32.24
02/05/2025,15:30,27.96
02/05/2025,16:00,27.0
02/05/2025,16:30,32.29
02/05/2025,17:00,31.15
02/05/2025,17:30,27.0
02/05/2025,18:00,27.09
02/05/2025,18:30,26.62
02/05/2025,19:00,24.5
02/05/2025,19:30,25.17
02/05/2025,20:00,26.0
02/05/2025,20:30,20.27
02/05/2025,21:00,26.25
