date, time, average_range
12/03/2025,22:00,4.52
12/03/2025,22:30,5.28
12/03/2025,23:00,6.31
12/03/2025,23:30,4.64
13/03/2025,00:00,4.18
13/03/2025,00:30,3.88
13/03/2025,01:00,7.48
13/03/2025,01:30,6.76
13/03/2025,02:00,6.14
13/03/2025,02:30,7.66
13/03/2025,03:00,6.72
13/03/2025,03:30,5.52
13/03/2025,04:00,5.48
13/03/2025,04:30,5.36
13/03/2025,05:00,5.21
13/03/2025,05:30,7.62
13/03/2025,06:00,8.07
13/03/2025,06:30,7.21
13/03/2025,07:00,7.03
13/03/2025,07:30,7.28
13/03/2025,08:00,10.83
13/03/2025,08:30,8.31
13/03/2025,09:00,8.97
13/03/2025,09:30,7.03
13/03/2025,10:00,7.17
13/03/2025,10:30,7.31
13/03/2025,11:00,7.93
13/03/2025,11:30,7.41
13/03/2025,12:00,10.76
13/03/2025,12:30,18.0
13/03/2025,13:00,14.38
13/03/2025,13:30,14.76
13/03/2025,14:00,12.66
13/03/2025,14:30,20.66
13/03/2025,15:00,19.62
13/03/2025,15:30,23.79
13/03/2025,16:00,15.03
13/03/2025,16:30,14.93
13/03/2025,17:00,13.76
13/03/2025,17:30,9.76
13/03/2025,18:00,9.03
13/03/2025,18:30,7.1
13/03/2025,19:00,6.96
13/03/2025,19:30,10.66
13/03/2025,20:00,6.07
13/03/2025,20:30,5.59
13/03/2025,22:00,8.34
13/03/2025,22:30,8.76
13/03/2025,23:00,5.28
13/03/2025,23:30,6.61
14/03/2025,00:00,5.38
14/03/2025,00:30,7.62
14/03/2025,01:00,14.45
14/03/2025,01:30,10.1
14/03/2025,02:00,8.59
14/03/2025,02:30,7.28
14/03/2025,03:00,6.07
14/03/2025,03:30,5.93
14/03/2025,04:00,6.31
14/03/2025,04:30,8.55
14/03/2025,05:00,6.28
14/03/2025,05:30,10.59
14/03/2025,06:00,7.24
14/03/2025,06:30,7.45
14/03/2025,07:00,8.07
14/03/2025,07:30,5.97
14/03/2025,08:00,9.14
14/03/2025,08:30,6.55
14/03/2025,09:00,7.34
14/03/2025,09:30,6.93
14/03/2025,10:00,9.86
14/03/2025,10:30,22.0
14/03/2025,11:00,10.55
14/03/2025,11:30,10.83
14/03/2025,12:00,10.69
14/03/2025,12:30,11.45
14/03/2025,13:00,14.0
14/03/2025,13:30,21.93
14/03/2025,14:00,19.62
14/03/2025,14:30,14.9
14/03/2025,15:00,19.66
14/03/2025,15:30,11.59
14/03/2025,16:00,10.93
14/03/2025,16:30,8.21
14/03/2025,17:00,8.48
14/03/2025,17:30,6.9
14/03/2025,18:00,6.24
14/03/2025,18:30,6.69
14/03/2025,19:00,6.24
14/03/2025,19:30,5.52
14/03/2025,20:00,5.04
