date, time, average_range
13/03/2025,22:00,111.03
13/03/2025,22:30,75.36
13/03/2025,23:00,62.14
13/03/2025,23:30,55.0
14/03/2025,00:00,75.93000000000001
14/03/2025,00:30,63.45
14/03/2025,01:00,54.44
14/03/2025,01:30,65.0
14/03/2025,02:00,52.08
14/03/2025,02:30,48.75
14/03/2025,03:00,49.58
14/03/2025,03:30,36.92
14/03/2025,04:00,33.5
14/03/2025,04:30,40.67
14/03/2025,05:00,35.83
14/03/2025,05:30,32.0
14/03/2025,06:00,42.78
14/03/2025,06:30,50.4
14/03/2025,07:00,65.70999999999999
14/03/2025,07:30,59.26
14/03/2025,08:00,88.97
14/03/2025,08:30,65.0
14/03/2025,09:00,60.0
14/03/2025,09:30,60.0
14/03/2025,10:00,68.93000000000001
14/03/2025,10:30,90.0
14/03/2025,11:00,81.38
14/03/2025,11:30,79.64
14/03/2025,12:00,81.38
14/03/2025,12:30,74.48
14/03/2025,13:00,90.0
14/03/2025,13:30,262.75999999999999
14/03/2025,14:00,386.20999999999998
14/03/2025,14:30,229.31
14/03/2025,15:00,167.24000000000001
14/03/2025,15:30,175.52000000000001
14/03/2025,16:00,175.86000000000001
14/03/2025,16:30,160.69
14/03/2025,17:00,156.21000000000001
14/03/2025,17:30,146.55000000000001
14/03/2025,18:00,148.28
14/03/2025,18:30,126.55
14/03/2025,19:00,121.72
14/03/2025,19:30,159.66
14/03/2025,20:00,83.79000000000001
14/03/2025,20:30,57.24
16/03/2025,22:00,102.41
16/03/2025,22:30,100.34
16/03/2025,23:00,79.55
16/03/2025,23:30,56.11
17/03/2025,00:00,63.0
17/03/2025,00:30,43.53
17/03/2025,01:00,47.78
17/03/2025,01:30,45.38
17/03/2025,02:00,47.86
17/03/2025,02:30,45.71
17/03/2025,03:00,50.63
17/03/2025,03:30,45.0
17/03/2025,04:00,41.82
17/03/2025,04:30,50.0
17/03/2025,05:00,40.77
17/03/2025,05:30,35.38
17/03/2025,06:00,70.0
17/03/2025,06:30,38.18
17/03/2025,07:00,75.26000000000001
17/03/2025,07:30,61.05
17/03/2025,08:00,87.04000000000001
17/03/2025,08:30,56.07
17/03/2025,09:00,59.29
17/03/2025,09:30,57.73
17/03/2025,10:00,41.92
17/03/2025,10:30,40.91
17/03/2025,11:00,58.7
17/03/2025,11:30,51.15
17/03/2025,12:00,73.45
17/03/2025,12:30,144.83000000000001
17/03/2025,13:00,91.03
17/03/2025,13:30,268.62
17/03/2025,14:00,283.44999999999999
17/03/2025,14:30,230.0
17/03/2025,15:00,180.69
17/03/2025,15:30,176.21000000000001
17/03/2025,16:00,138.28
17/03/2025,16:30,142.41
17/03/2025,17:00,122.76000000000001
17/03/2025,17:30,113.09999999999999
17/03/2025,18:00,114.14
17/03/2025,18:30,102.41
17/03/2025,19:00,116.55
17/03/2025,19:30,144.47999999999999
17/03/2025,20:00,70.69
17/03/2025,20:30,35.86
17/03/2025,22:00,71.73999999999999
17/03/2025,22:30,43.75
17/03/2025,23:00,38.75
17/03/2025,23:30,40.0
18/03/2025,00:00,47.0
18/03/2025,00:30,34.21
18/03/2025,01:00,55.0
18/03/2025,01:30,54.0
18/03/2025,02:00,44.44
18/03/2025,02:30,51.0
18/03/2025,03:00,53.85
18/03/2025,03:30,33.13
18/03/2025,04:00,26.92
18/03/2025,04:30,42.14
18/03/2025,05:00,34.29
18/03/2025,05:30,40.0
18/03/2025,06:00,60.0
18/03/2025,06:30,48.0
18/03/2025,07:00,52.17
18/03/2025,07:30,35.93
18/03/2025,08:00,53.75
18/03/2025,08:30,70.5
18/03/2025,09:00,54.76
18/03/2025,09:30,42.38
18/03/2025,10:00,83.08
18/03/2025,10:30,62.5
18/03/2025,11:00,78.40000000000001
18/03/2025,11:30,61.11
18/03/2025,12:00,70.83
18/03/2025,12:30,93.56999999999999
18/03/2025,13:00,91.43000000000001
