date, time, average_range
18/03/2025,22:00,4.04
18/03/2025,22:30,3.05
18/03/2025,23:00,4.43
18/03/2025,23:30,3.48
19/03/2025,00:00,4.71
19/03/2025,00:30,4.64
19/03/2025,01:00,7.59
19/03/2025,01:30,5.1
19/03/2025,02:00,5.93
19/03/2025,02:30,6.0
19/03/2025,03:00,5.21
19/03/2025,03:30,5.9
19/03/2025,04:00,5.41
19/03/2025,04:30,5.36
19/03/2025,05:00,5.55
19/03/2025,05:30,9.69
19/03/2025,06:00,12.9
19/03/2025,06:30,10.0
19/03/2025,07:00,8.52
19/03/2025,07:30,9.79
19/03/2025,08:00,10.14
19/03/2025,08:30,10.31
19/03/2025,09:00,10.97
19/03/2025,09:30,6.86
19/03/2025,10:00,8.9
19/03/2025,10:30,8.55
