date, time, average_range
10/03/2025,22:00,316.0
10/03/2025,22:30,70.0
10/03/2025,23:00,250.0
10/03/2025,23:30,310.0
11/03/2025,00:00,104.0
11/03/2025,00:30,154.28999999999999
11/03/2025,01:00,164.62
11/03/2025,01:30,122.5
11/03/2025,02:00,191.43000000000001
11/03/2025,02:30,111.11
11/03/2025,03:00,193.33000000000001
11/03/2025,04:00,0.0
11/03/2025,04:30,60.0
11/03/2025,05:00,76.67
11/03/2025,05:30,0.0
11/03/2025,06:00,200.0
11/03/2025,07:00,103.33
11/03/2025,07:30,215.0
11/03/2025,08:00,76.0
11/03/2025,08:30,90.0
11/03/2025,09:00,166.66999999999999
11/03/2025,09:30,133.33000000000001
11/03/2025,10:00,80.0
11/03/2025,10:30,80.0
11/03/2025,11:00,73.33
11/03/2025,11:30,186.66999999999999
11/03/2025,12:00,295.0
11/03/2025,12:30,190.0
11/03/2025,13:00,117.78
11/03/2025,13:30,323.63999999999999
11/03/2025,14:00,395.44999999999999
11/03/2025,14:30,209.59999999999999
11/03/2025,15:00,275.19999999999999
11/03/2025,15:30,295.0
11/03/2025,16:00,194.28999999999999
11/03/2025,16:30,275.0
11/03/2025,17:00,129.22999999999999
11/03/2025,17:30,221.0
11/03/2025,18:00,247.5
11/03/2025,18:30,230.0
11/03/2025,19:00,254.81
11/03/2025,19:30,205.59999999999999
11/03/2025,20:00,93.75
11/03/2025,20:30,90.0
11/03/2025,22:00,140.0
11/03/2025,23:30,0.0
12/03/2025,00:00,140.0
12/03/2025,00:30,100.0
12/03/2025,01:00,110.0
12/03/2025,01:30,260.0
12/03/2025,02:00,0.0
12/03/2025,02:30,0.0
12/03/2025,03:00,0.0
12/03/2025,03:30,40.0
12/03/2025,04:00,0.0
12/03/2025,04:30,100.0
12/03/2025,05:30,120.0
12/03/2025,06:00,0.0
12/03/2025,06:30,108.0
12/03/2025,07:00,0.0
12/03/2025,07:30,0.0
12/03/2025,08:00,0.0
12/03/2025,08:30,196.0
12/03/2025,09:00,70.0
12/03/2025,09:30,136.0
12/03/2025,10:00,104.44
12/03/2025,10:30,126.67
12/03/2025,11:00,170.0
12/03/2025,11:30,0.0
12/03/2025,12:00,148.0
12/03/2025,12:30,471.43000000000001
12/03/2025,13:00,135.56
12/03/2025,13:30,307.82999999999998
12/03/2025,14:00,259.17000000000002
12/03/2025,14:30,184.16999999999999
12/03/2025,15:00,137.13999999999999
12/03/2025,15:30,131.0
12/03/2025,16:00,196.47
12/03/2025,16:30,167.37
12/03/2025,17:00,146.66999999999999
12/03/2025,17:30,223.33000000000001
12/03/2025,18:00,184.71000000000001
12/03/2025,18:30,145.33000000000001
12/03/2025,19:00,122.76000000000001
12/03/2025,19:30,168.97
12/03/2025,20:00,64.29000000000001
12/03/2025,20:30,60.0
12/03/2025,22:00,160.0
12/03/2025,22:30,0.0
12/03/2025,23:00,150.0
12/03/2025,23:30,106.67
13/03/2025,00:00,80.0
13/03/2025,00:30,0.0
13/03/2025,01:00,113.33
13/03/2025,01:30,80.0
13/03/2025,02:00,0.0
