datetime, lowest_spread, highest_spread
06/05/2025 08:30:35,3,1
06/05/2025 08:30:43,3,1
06/05/2025 08:30:57,2,1
06/05/2025 08:31:32,3,1
06/05/2025 08:32:05,3,1
06/05/2025 08:33:06,4,1
06/05/2025 08:33:32,3,2
06/05/2025 08:33:33,3,2
06/05/2025 08:34:21,3,1
06/05/2025 08:34:34,3,2
06/05/2025 08:34:36,2,1
06/05/2025 08:35:27,3,1
06/05/2025 08:35:46,3,2
06/05/2025 08:36:46,3,1
06/05/2025 08:36:55,3,2
datetime, lowest_spread, highest_spread
06/05/2025 08:37:39,3,1
06/05/2025 08:39:45,3,1
06/05/2025 08:40:03,3,2
06/05/2025 08:40:07,3,2
06/05/2025 08:40:21,3,2
06/05/2025 08:40:33,3,2
06/05/2025 08:42:29,3,1
06/05/2025 08:43:01,3,1
06/05/2025 08:43:38,3,2
06/05/2025 08:43:49,3,2
datetime, lowest_spread, highest_spread
06/05/2025 08:43:01,3,3
06/05/2025 08:43:38,3,3
06/05/2025 08:43:49,3,3
06/05/2025 08:44:22,4,1
06/05/2025 08:45:22,3,1
datetime, lowest_spread, highest_spread
06/05/2025 08:46:11,2,2
06/05/2025 08:46:58,3,1
06/05/2025 08:47:41,3,1
06/05/2025 08:47:42,2,2
06/05/2025 08:47:50,3,1
06/05/2025 08:48:28,4,1
06/05/2025 08:50:54,3,1
06/05/2025 08:52:43,3,1
06/05/2025 08:53:19,3,1
06/05/2025 08:54:26,3,1
06/05/2025 08:56:00,3,1
06/05/2025 08:57:25,3,1
06/05/2025 08:57:43,3,2
06/05/2025 08:57:53,3,2
06/05/2025 08:58:44,3,1
06/05/2025 08:59:15,3,1
06/05/2025 09:00:01,3,1
06/05/2025 09:00:13,3,1
06/05/2025 09:00:23,3,1
06/05/2025 09:00:41,3,1
06/05/2025 09:00:51,4,1
06/05/2025 09:01:05,3,1
06/05/2025 09:01:08,4,2
06/05/2025 09:01:14,4,2
06/05/2025 09:01:51,4,1
06/05/2025 09:02:25,3,2
datetime, lowest_spread, highest_spread
datetime, lowest_spread, highest_spread
06/05/2025 09:03:14,3,3
06/05/2025 09:03:19,3,3
06/05/2025 09:03:29,3,3
06/05/2025 09:03:33,3,3
06/05/2025 09:03:47,3,3
06/05/2025 09:03:49,3,3
06/05/2025 09:04:07,3,1
06/05/2025 09:04:13,3,1
06/05/2025 09:04:29,3,2
datetime, lowest_spread, highest_spread
06/05/2025 09:05:19,3,2
06/05/2025 09:05:24,3,2
06/05/2025 09:05:49,3,1
06/05/2025 09:06:06,3,1
06/05/2025 09:06:25,3,1
06/05/2025 09:06:54,3,1
06/05/2025 09:07:00,3,1
06/05/2025 09:07:10,3,1
06/05/2025 09:07:15,2,2
06/05/2025 09:07:19,3,1
06/05/2025 09:07:20,3,1
06/05/2025 09:07:21,3,1
06/05/2025 09:07:29,3,1
06/05/2025 09:07:29,2,2
06/05/2025 09:07:29,3,2
06/05/2025 09:07:31,3,1
06/05/2025 09:07:31,1,1
06/05/2025 09:07:35,3,1
06/05/2025 09:07:43,3,1
06/05/2025 09:07:44,3,2
06/05/2025 09:07:51,3,1
06/05/2025 09:07:55,3,2
06/05/2025 09:07:58,2,2
06/05/2025 09:08:00,2,1
06/05/2025 09:08:03,3,2
06/05/2025 09:08:06,3,2
06/05/2025 09:08:15,3,2
06/05/2025 09:08:28,3,2
06/05/2025 09:08:47,3,2
06/05/2025 09:08:59,3,3
06/05/2025 09:09:02,3,2
06/05/2025 09:09:21,3,2
06/05/2025 09:09:21,2,2
06/05/2025 09:09:26,3,2
06/05/2025 09:09:44,3,2
06/05/2025 09:09:58,3,2
06/05/2025 09:10:04,4,2
06/05/2025 09:10:19,3,2
06/05/2025 09:10:26,3,2
06/05/2025 09:10:27,3,2
06/05/2025 09:11:13,3,1
06/05/2025 09:11:47,3,2
06/05/2025 09:11:53,3,2
06/05/2025 09:11:58,4,2
06/05/2025 09:12:16,3,2
06/05/2025 09:12:16,3,2
06/05/2025 09:12:17,3,2
06/05/2025 09:12:25,3,2
06/05/2025 09:12:30,3,2
06/05/2025 09:12:51,3,1
06/05/2025 09:12:53,3,2
06/05/2025 09:12:57,3,2
06/05/2025 09:13:03,3,2
06/05/2025 09:13:05,3,2
06/05/2025 09:13:12,3,2
06/05/2025 09:13:25,3,2
06/05/2025 09:13:26,3,2
06/05/2025 09:13:41,3,2
06/05/2025 09:13:49,3,2
06/05/2025 09:14:36,4,2
06/05/2025 09:14:37,3,2
06/05/2025 09:14:41,3,2
06/05/2025 09:14:43,3,2
06/05/2025 09:14:44,3,2
06/05/2025 09:15:33,4,1
06/05/2025 09:15:36,2,1
06/05/2025 09:15:43,3,1
06/05/2025 09:15:50,3,1
06/05/2025 09:15:52,3,2
datetime, lowest_spread, highest_spread
06/05/2025 09:15:33,2,2
06/05/2025 09:15:43,2,2
06/05/2025 09:15:52,2,2
06/05/2025 09:16:16,3,1
06/05/2025 09:17:29,3,1
06/05/2025 09:18:27,3,1
06/05/2025 09:18:43,3,1
06/05/2025 09:19:48,3,1
06/05/2025 09:21:19,3,1
06/05/2025 09:21:29,3,2
06/05/2025 09:21:52,3,2
06/05/2025 09:22:00,3,2
06/05/2025 09:22:18,3,2
06/05/2025 09:22:27,3,1
06/05/2025 09:23:35,3,1
06/05/2025 09:23:40,3,2
06/05/2025 09:23:49,3,1
06/05/2025 09:23:51,2,2
06/05/2025 09:24:52,3,1
06/05/2025 09:25:27,3,1
06/05/2025 09:25:57,3,2
06/05/2025 09:28:33,4,1
06/05/2025 09:29:24,3,1
06/05/2025 09:30:05,3,1
06/05/2025 09:31:01,3,1
06/05/2025 09:31:31,3,1
06/05/2025 09:32:07,3,2
06/05/2025 09:33:56,3,1
06/05/2025 09:35:07,3,1
06/05/2025 09:35:29,3,2
06/05/2025 09:38:04,3,1
06/05/2025 09:39:56,3,1
06/05/2025 09:40:37,3,2
06/05/2025 09:41:00,3,2
06/05/2025 09:41:58,3,1
06/05/2025 09:42:06,3,2
06/05/2025 09:45:29,3,2
06/05/2025 09:50:28,4,1
06/05/2025 09:52:32,4,1
06/05/2025 09:53:36,4,1
06/05/2025 09:56:07,4,1
06/05/2025 09:57:18,3,2
06/05/2025 10:00:18,3,1
06/05/2025 10:02:36,3,1
06/05/2025 10:05:34,3,1
06/05/2025 10:06:30,3,1
06/05/2025 10:07:01,3,1
06/05/2025 10:07:19,3,2
06/05/2025 10:07:21,3,2
06/05/2025 10:08:13,3,2
06/05/2025 10:08:55,3,1
06/05/2025 10:09:15,3,1
06/05/2025 10:10:01,3,1
06/05/2025 10:10:40,3,1
06/05/2025 10:12:49,3,1
06/05/2025 10:14:30,3,2
06/05/2025 10:14:48,3,1
06/05/2025 10:17:13,3,1
06/05/2025 10:18:17,3,1
06/05/2025 10:18:21,3,2
06/05/2025 10:18:57,3,1
06/05/2025 10:19:34,3,1
06/05/2025 10:20:21,3,1
06/05/2025 10:22:50,4,1
06/05/2025 10:24:05,3,2
06/05/2025 10:25:11,3,1
06/05/2025 10:27:45,3,1
06/05/2025 10:28:12,3,1
06/05/2025 10:28:45,3,1
06/05/2025 10:29:16,3,1
06/05/2025 10:29:58,3,1
06/05/2025 10:31:20,3,1
06/05/2025 10:31:35,3,2
06/05/2025 10:33:07,4,1
06/05/2025 10:34:19,3,1
06/05/2025 10:34:32,3,2
06/05/2025 10:35:37,3,1
06/05/2025 10:37:18,3,1
06/05/2025 10:38:56,3,1
06/05/2025 10:41:34,3,1
06/05/2025 10:41:54,2,2
06/05/2025 10:42:55,3,2
datetime, lowest_spread, highest_spread
datetime, lowest_spread, highest_spread
06/05/2025 10:45:01,2,2
06/05/2025 10:45:17,3,1
06/05/2025 10:45:36,3,2
06/05/2025 10:50:14,3,1
06/05/2025 10:51:42,3,1
06/05/2025 10:52:00,3,1
06/05/2025 10:52:46,3,1
06/05/2025 10:54:03,3,1
06/05/2025 10:54:22,3,1
06/05/2025 10:56:05,3,1
06/05/2025 10:58:30,3,1
datetime, lowest_spread, highest_spread
06/05/2025 10:59:30,3,2
06/05/2025 11:00:05,3,1
06/05/2025 11:00:13,3,2
06/05/2025 11:00:13,2,2
06/05/2025 11:00:15,3,2
06/05/2025 11:00:28,3,2
06/05/2025 11:00:29,2,2
06/05/2025 11:00:32,2,2
06/05/2025 11:00:36,2,2
06/05/2025 11:00:58,3,2
06/05/2025 11:01:31,3,1
06/05/2025 11:01:40,4,2
06/05/2025 11:02:05,4,2
06/05/2025 11:02:13,3,2
06/05/2025 11:03:14,3,2
06/05/2025 11:03:14,3,3
06/05/2025 11:03:15,3,2
06/05/2025 11:03:39,3,1
06/05/2025 11:03:57,3,1
06/05/2025 11:04:35,3,2
06/05/2025 11:04:44,3,2
06/05/2025 11:05:00,3,2
06/05/2025 11:05:09,3,2
06/05/2025 11:05:16,3,2
06/05/2025 11:06:14,3,2
06/05/2025 11:06:47,3,2
06/05/2025 11:07:11,3,2
06/05/2025 11:07:13,3,2
06/05/2025 11:07:36,3,2
datetime, lowest_spread, highest_spread
06/05/2025 11:07:01,2,2
06/05/2025 11:07:01,2,2
06/05/2025 11:07:02,2,2
06/05/2025 11:07:02,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:06,2,2
06/05/2025 11:07:07,2,2
06/05/2025 11:07:10,2,2
06/05/2025 11:07:10,2,2
06/05/2025 11:07:10,2,2
06/05/2025 11:07:11,2,2
06/05/2025 11:07:11,2,2
06/05/2025 11:07:12,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:13,2,2
06/05/2025 11:07:18,2,2
06/05/2025 11:07:19,2,2
06/05/2025 11:07:25,2,2
06/05/2025 11:07:25,2,2
06/05/2025 11:07:25,2,2
06/05/2025 11:07:27,2,2
06/05/2025 11:07:27,2,2
06/05/2025 11:07:27,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:28,2,2
06/05/2025 11:07:29,2,2
06/05/2025 11:07:29,2,2
06/05/2025 11:07:29,2,2
06/05/2025 11:07:29,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:33,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:34,2,2
06/05/2025 11:07:35,2,2
06/05/2025 11:07:36,2,2
06/05/2025 11:07:36,2,2
06/05/2025 11:07:36,2,2
06/05/2025 11:07:39,2,2
06/05/2025 11:07:39,2,2
06/05/2025 11:07:39,2,2
06/05/2025 11:07:39,2,2
06/05/2025 11:07:39,2,2
06/05/2025 11:07:39,3,3
06/05/2025 11:07:39,3,3
06/05/2025 11:07:43,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,2,2
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:46,3,3
06/05/2025 11:07:53,3,3
06/05/2025 11:07:53,2,2
06/05/2025 11:07:54,2,2
06/05/2025 11:07:54,2,2
06/05/2025 11:07:54,2,2
06/05/2025 11:07:54,2,2
06/05/2025 11:07:54,2,2
06/05/2025 11:07:55,1,1
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:57,2,2
06/05/2025 11:07:59,2,2
06/05/2025 11:08:01,3,3
06/05/2025 11:08:01,3,3
06/05/2025 11:08:01,2,2
06/05/2025 11:08:03,2,2
06/05/2025 11:08:03,2,2
06/05/2025 11:08:03,2,2
06/05/2025 11:08:03,2,2
06/05/2025 11:08:07,2,2
06/05/2025 11:08:07,2,2
06/05/2025 11:08:07,2,2
06/05/2025 11:08:07,2,2
06/05/2025 11:08:07,2,2
06/05/2025 11:08:08,3,3
06/05/2025 11:08:08,3,3
06/05/2025 11:08:12,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:13,2,2
06/05/2025 11:08:23,2,2
06/05/2025 11:08:23,2,2
06/05/2025 11:08:23,2,2
06/05/2025 11:08:23,2,2
06/05/2025 11:08:23,3,3
06/05/2025 11:08:23,3,3
06/05/2025 11:08:23,3,3
06/05/2025 11:08:30,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:34,2,2
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,3,3
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:35,2,2
06/05/2025 11:08:36,2,2
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:37,3,3
06/05/2025 11:08:40,3,3
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:46,1,1
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:48,3,3
06/05/2025 11:08:49,2,2
06/05/2025 11:08:55,3,3
06/05/2025 11:08:55,3,3
06/05/2025 11:09:00,3,3
06/05/2025 11:09:01,3,3
06/05/2025 11:09:01,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:05,3,3
06/05/2025 11:09:08,2,2
06/05/2025 11:09:08,2,2
06/05/2025 11:09:15,3,3
06/05/2025 11:09:20,2,2
06/05/2025 11:09:21,3,3
06/05/2025 11:09:21,3,3
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:23,2,2
06/05/2025 11:09:25,2,2
06/05/2025 11:09:25,2,2
06/05/2025 11:09:25,2,2
06/05/2025 11:09:25,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:35,2,2
06/05/2025 11:09:36,2,2
06/05/2025 11:09:36,2,2
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:38,3,3
06/05/2025 11:09:41,2,2
06/05/2025 11:09:41,3,3
06/05/2025 11:09:43,2,2
06/05/2025 11:09:43,2,2
06/05/2025 11:09:43,2,2
06/05/2025 11:09:50,3,3
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:53,2,2
06/05/2025 11:09:54,2,2
06/05/2025 11:09:55,3,3
06/05/2025 11:09:55,3,3
06/05/2025 11:09:55,3,3
06/05/2025 11:09:55,3,3
06/05/2025 11:09:55,3,3
06/05/2025 11:09:55,3,3
06/05/2025 11:10:01,2,2
06/05/2025 11:10:01,3,3
06/05/2025 11:10:01,3,3
06/05/2025 11:10:03,2,2
06/05/2025 11:10:06,2,2
06/05/2025 11:10:10,1,1
06/05/2025 11:10:10,1,1
06/05/2025 11:10:11,3,3
06/05/2025 11:10:12,3,3
06/05/2025 11:10:12,3,3
06/05/2025 11:10:12,3,3
06/05/2025 11:10:15,2,2
06/05/2025 11:10:15,2,2
06/05/2025 11:10:15,2,2
06/05/2025 11:10:15,2,2
06/05/2025 11:10:16,3,3
06/05/2025 11:10:16,3,3
06/05/2025 11:10:16,2,2
06/05/2025 11:10:17,2,2
06/05/2025 11:10:17,2,2
06/05/2025 11:10:23,2,2
06/05/2025 11:10:23,2,2
06/05/2025 11:10:26,3,3
06/05/2025 11:10:29,3,3
06/05/2025 11:10:29,3,3
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:31,2,2
06/05/2025 11:10:32,2,2
06/05/2025 11:10:32,2,2
06/05/2025 11:10:32,2,2
06/05/2025 11:10:32,2,2
06/05/2025 11:10:33,2,2
06/05/2025 11:10:33,2,2
06/05/2025 11:10:37,3,3
06/05/2025 11:10:37,3,3
06/05/2025 11:10:38,2,2
06/05/2025 11:10:38,3,3
06/05/2025 11:10:38,2,2
06/05/2025 11:10:38,2,2
06/05/2025 11:10:38,2,2
06/05/2025 11:10:38,2,2
06/05/2025 11:10:38,2,2
06/05/2025 11:10:41,4,4
06/05/2025 11:10:42,2,2
06/05/2025 11:10:43,2,2
06/05/2025 11:10:43,2,2
06/05/2025 11:10:43,2,2
06/05/2025 11:10:48,3,3
06/05/2025 11:10:50,3,3
06/05/2025 11:10:50,3,3
06/05/2025 11:10:50,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:51,3,3
06/05/2025 11:10:53,2,2
06/05/2025 11:10:53,2,2
06/05/2025 11:10:55,3,3
06/05/2025 11:10:58,2,2
06/05/2025 11:10:58,2,2
06/05/2025 11:10:58,2,2
06/05/2025 11:10:58,2,2
06/05/2025 11:10:58,2,2
